,ID,WRITER,CONTENT,TYPE,SCORE,CREATED_AT,len_content
15753,CONT_000000000500697,정진혁,수심이 낮아 유아 및 키즈 물놀이 장소로 좋음썬셋이 멋 짐파라솔돗자리 대여 만원 년 월 기준주차장은 점심때 정도면 가득 참,kakao,5.0,22.08.13.,68
15729,CONT_000000000500697,지훈,사진은 부실하긴하지만협재해수욕장 괜찮습니다재방문 의사 강력하고 아마 제주 서쪽으로 여행갈때 또 방문하지 싶습니다,kakao,5.0,22.12.20.,62
15767,CONT_000000000500697,보노보노,바다가 너무 예쁘고 모래가 고와서 놀기도 좋아요 공영주차장 화장실이 잘되어있어요 주변에 상가도 많아서 좋아요,kakao,5.0,22.05.07.,60
15726,CONT_000000000500697,이불킥,예쁜 풍경으로 아팠던 마음을 치유해줬던 곳이에요 하루 종일 앉아있던 내게 아무 말 없이 토닥여준 고마운 곳,kakao,5.0,23.01.20.,59
15742,CONT_000000000500697,이민재,카페 루프탑에서 찍은 협재해변 맑고 청량하다 여기오기전 삼척 장호해변에 갔다왔는데 거기보다도 더 맑더라,kakao,5.0,22.10.01.,57
15851,CONT_000000000500697,돌미역이라구,에메랄드색 바다 진챠진챠 예쁨 제주 바다 중 내 최애 바다 좋아하는 돌미역이강추하는데니까 믿어보세영,kakao,5.0,20.12.15.,55
15899,CONT_000000000500697,송송,진짜 물이 맑아요 정말 좋았어요 그런데 관리를 좀 더 잘 해주셨으면 좋겠네요 쓰레기가 많았어요ㅜㅜㅜ,kakao,5.0,19.10.20.,55
15747,CONT_000000000500697,백명석,월일에도 해수욕하는 사람 많은곳 동해바다에서는 볼 수 없는 광경 물에 발 담그니 미지근하이 괘안타,kakao,5.0,22.09.01.,54
15791,CONT_000000000500697,jjj,제주도 최고의 바다곽지 중문 우도 다 가봤지만 여기가 젤 좋음비양도가 그림처럼 걸려있는게 화룡정점,kakao,5.0,21.09.21.,54
15882,CONT_000000000500697,아싸,난생 처음 제대로된 해넘이를 선물받은곳멍하니 넘어가는 해를 바라보면서하루를 정리하기 좋은 곳인듯,kakao,5.0,20.06.21.,53
15896,CONT_000000000500697,cafe 톡톡,협재 금능 산책로 그리고 해변 비온뒤 구름과 해가 적당히 함께한다면 이른 아침에 꼭 걸어보세요,kakao,5.0,19.12.30.,52
15923,CONT_000000000500697,박현정,해변가는 물이 얕고 잔잔한데다 모래가 고와서 아이들과 있어도 하루종일 물놀이가 가능할 것 같다,kakao,5.0,18.05.20.,52
15860,CONT_000000000500697,김덕배,언제나 훌륭한 협재해수욕장 주차는 늘 어려워요 그러니 옆에 있는 금능 을 찾으신걸 추천합니다,kakao,5.0,20.10.30.,51
15905,CONT_000000000500697,쫑,비가 오락가락 함에도 불구하고 물이 맑아서 정말 예뻤습니다물놀이 하기도 정말 좋았던 해변,kakao,5.0,19.09.05.,49
15782,CONT_000000000500697,부산질풍검,제주도의 서쪽인 협재 해수욕장에서 서패왕 협제 소연신공의 위대한 기상을 느끼고 갑니다,kakao,5.0,21.11.28.,47
15744,CONT_000000000500697,🍔,물도 깨끗하고 너무 좋음물이 얕아서 가족 단위로 많이 오고 애들 놀기에도 딱 좋음,kakao,5.0,22.09.20.,45
15766,CONT_000000000500697,혤,제주바다는 협재가 제일 예쁜듯해요날씨 흐려도 사람많고 뷰는 그래도 예쁨ㅠㅠㅠㅠ,kakao,5.0,22.05.14.,43
15785,CONT_000000000500697,김병민,개인적으로 제주에서 제일 맘에 드는장소바다색과 건너보이는 비양도언제와도 좋은곳,kakao,5.0,21.10.31.,43
15772,CONT_000000000500697,우현서현,구름 잔뜩에 바람도심해 이쁜바다를볼수는 없었지만 추억많은 협재는 언제나좋아요,kakao,5.0,22.04.13.,42
15909,CONT_000000000500697,한들마루,이번 여름 최고의 피서지 제주 그곳에서 넘 맑고 깨끗한 협재의 해변 최고에요,kakao,5.0,19.07.28.,42
15924,CONT_000000000500697,루니,제주도 해변 중 단연 최고의 광경 얕은물이라서 아이들 놓기에도 좋을꺼 같아요,kakao,5.0,18.04.30.,42
15779,CONT_000000000500697,이엘리,바다색도 너무 이쁘고 비양도도 바로 보여서너무 힐링되고 좋은 시간이었어요,kakao,5.0,22.01.26.,40
11542,CONT_000000000500695,블루베리바나나,아이들은 이곳에 데려와준 부모님의 희생과 사랑을 이해하고 감사해야한다제주도까지 와서 이런곳에 온다는건 보통 노력으로 가능한게 아니다세 딸아이가 점만점에 점줘서 별 다섯개 줍니다,kakao,5.0,22.02.02.,98
11549,CONT_000000000500695,밀짚모자,우리딸이 제주도에서 가장 좋아하는 헬로키티아일랜드제주도 올때마다 들르는 것입니다아기자기 정말예쁩니다좀 비싼게 흠이지만,kakao,5.0,21.07.24.,65
11551,CONT_000000000500695,화려한군침이나를싸악,완전 귀엽고 사진찍기 좋음 대 여자들은 무조건 좋아할거라고 봄 인스타용 사진 한 장 뽑기 가능,kakao,5.0,21.05.27.,52
11534,CONT_000000000500695,과자,입장료는 좀 비쌌지만 보는내내 정말 너무 행복하고 너무 즐거웠어요ㅠㅠ,kakao,5.0,22.06.22.,38
11532,CONT_000000000500695,경민,제주도 여행 갈때 친구 가족 추천 드려요  헬로키티 아일랜드    ,kakao,5.0,22.08.23.,37
11538,CONT_000000000500695,고독한 미식가,너무 좋아요   헬로키티 기프트샵도 굿즈 진짜 개 기여워염,kakao,5.0,22.04.17.,32
11557,CONT_000000000500695,jessy143,커피 맛있어요 무지개 케이크도 맛있어요 시간 잘 보냈어요,kakao,5.0,20.07.09.,31
11540,CONT_000000000500695,강주영,어른인데도 재밌네요 사진찍을 곳 많아요,kakao,5.0,22.02.16.,21
11547,CONT_000000000500695,리토,대에서 대 여성분이라면 추천,kakao,5.0,21.08.28.,15
11539,CONT_000000000500695,히히호호,딸 있는 집은 필수 코스,kakao,5.0,22.03.05.,13
11558,CONT_000000000500695,최윤태,여자친구가 좋아해요,kakao,5.0,20.02.01.,10
11533,CONT_000000000500695,21학번소코년, ,kakao,5.0,22.07.22.,1
11543,CONT_000000000500695,필히스, ,kakao,5.0,22.01.22.,1
11550,CONT_000000000500695,운동인생, ,kakao,5.0,21.07.12.,1
11552,CONT_000000000500695,hahaha, ,kakao,5.0,21.05.23.,1
11562,CONT_000000000500695,YutBeckham, ,kakao,5.0,19.10.18.,1
11566,CONT_000000000500695,🍀연 우🍀, ,kakao,5.0,18.09.12.,1
11567,CONT_000000000500695,영애 Rhea, ,kakao,5.0,18.09.10.,1
11536,CONT_000000000500695,구유진,해찬데이를 기념해 가봤어요 생각보다 볼게 많아요카페도 다른 관광지카페 가격보단 쌌어요사진 찍을 곳도 많아서 성인명이 왔는데도 재밌게 구경했어요아쉬운 점은 주차 공간이 조금 부족했어요ㅠ 공휴일이라 그런가 그래도 한 바퀴 돌고 세웠습니당,kakao,4.0,22.06.07.,130
11537,CONT_000000000500695,신밧드,키티를 그렇게 좋아하지 않는데도 눈이 휘둥그레지네요 층에 키티 까페에서 쉬어도 되고 기념품샆 좋아요 산리오 다른 캐릭터도 많네요여아 있으면 강추,kakao,4.0,22.05.11.,80
11563,CONT_000000000500695,사랑하는우리가족,여아들을 위한 사진찍기 놀이 한시간동안 열심히 사진을 찍고 이틀지나면 별로 기억에 남지 않음 ㅋㅋ기념품 안사면 괜찮아요 남는건 사진뿐 ㅋㅋ,kakao,4.0,19.07.06.,77
11564,CONT_000000000500695,hallo,여자아이가 있다면 최곤데요 키티 쇼파나 침대가 더러워 지긴 했어요 사진 찍기도 좋고 굿굿,kakao,4.0,19.02.09.,49
11546,CONT_000000000500695,quink,딸때문에 억지로 갔는데 예상외로 좋았다 컨텐츠가 많고 아기자기한 느낌,kakao,4.0,21.09.16.,38
11556,CONT_000000000500695,ONE,어릴적추억삼아다녀옴,kakao,4.0,20.07.13.,10
11541,CONT_000000000500695,개발자, ,kakao,4.0,22.02.06.,1
11555,CONT_000000000500695,닥터다니엘, ,kakao,4.0,20.08.26.,1
11559,CONT_000000000500695,양지연, ,kakao,4.0,20.01.17.,1
11568,CONT_000000000500695,동훈,예쁘게 잘 갖춰놓았으나 생각보다 컨텐츠가 많진 않았어요 사람 많으니 사진찍기 어렵고 정신없었네요 그렇지만 아이들은 좋아했습니다,kakao,3.0,18.08.17.,70
11561,CONT_000000000500695,뽝미,세 이하까지만 가면 쏘쏘인곳이죠 스템프 찍으러 다니는 재미로 그냥 저냥 한 번 갔다 올만한듯요,kakao,3.0,19.12.24.,52
11560,CONT_000000000500695,바톨💎,                 ,kakao,3.0,20.01.17.,17
11554,CONT_000000000500695,지훈,애들이 좋아해요,kakao,3.0,20.09.12.,8
11553,CONT_000000000500695,llllmqk,기대이하,kakao,3.0,21.01.17.,4
11548,CONT_000000000500695,Hw,키티카페알바생이 너무 건성으로 일해요자세한건 사진으로관람하고 디저트는 딴데가서 드세요초코라떼는 마트 코코아맛삐뚤어진 사탄의 키티를 받았습니다,kakao,2.0,21.08.08.,78
11535,CONT_000000000500695,몽실,입장료 왜케 비싸냐 ㅠ,kakao,2.0,22.06.21.,12
11531,CONT_000000000500695,aa, ,kakao,2.0,22.12.28.,1
2119,CONT_000000000500693,조아,주변에 먹거리 많구 활기차고 넓은 해수욕장이에요 노을 질 때도 참 예쁜 곳이구요 주차장도 넓은 편이고 시설이 잘 되어 있어요 마켓도 열리고 야외공연도 있구 패러글라이딩같은 것도 하시구 장난감도 팔구잔디밭에 돗자리 깔아서 바다 보여요 피크닉해도 좋고 굳이 돗자리 없어도 돼요 앉을 수 있는 계단이 있어요 모래가 엄청 엄청 곱고 부드러워요 쑥쑥 발이 들어가요 아이들 놀기에도 참 좋아요,kakao,5.0,21.10.23.,213
2236,CONT_000000000500693,지현,정말 이뻐요제주도에 또 오면 꼭 재방문할 것 같아요오늘 비도 오고 바람도 너무 많이 불어서 춥고 추웠지만 사진도 이쁘게 잘 나오고 즐거운 시간 보내서 행복했어욤카페가 정말 이쁜데 근처만 가고 들어가보진 않았어요저 멀리 새들도 많이 보이고 정말 좋았어요ㅎㅎ,kakao,5.0,20.03.07.,142
2066,CONT_000000000500693,먹방일기,무조건 가시면 함덕해수욕장  바로앞 말고  오른쪽으로 쭉가면 주차장도 있고 더 좋은곳있습니다정면은 물이 탁하고 물고기 없으니정면말고 오른쪽으로 쭈욱가셔서 물시원하고 깨끗한곳으로 가셔요 물고기 더 많아요 스노쿨링 하시려면 오른쪽으로 가셔야해오 ,kakao,5.0,22.08.12.,135
2096,CONT_000000000500693,ru,에메랄드 바다ㅜㅜ 꼭 가보세요 신발벗고 들어가도 지금보이는 찰랑찰랑한 부분은 발목까지의 깊이밖에 안돼요 안에 들어가면 모래사장이 또 있어서 거기다 삼각대 놓고 찍으면 돼요 사진 진짜 이쁘게 나와요 추천합니다,kakao,5.0,22.05.01.,115
2130,CONT_000000000500693,이야이야오,바다색 정말 예뻐요 ㅠㅠ 그리고 주변에 프랜차이즈 가게들도 많아서 편해요 월 말 기준 편의점에서 물놀이 용품도 팔더라고요 그리고 해수욕장 막을 때는 샤워시설도 안하는 것 같으니까 잘 찾아보고 가세요,kakao,5.0,21.09.08.,110
2195,CONT_000000000500693,미나이,노을질때 너무 예쁘고 해변앞에 놀 곳이 많아서 좋았습니다 부산 해운대처럼 번화한 곳이더라구요 여름에 또가고싶네요 한적한 제주의 다름 해변들과 다르게 핫한곳 예쁜 소품샾들이 많아서 더좋아용,kakao,5.0,20.11.17.,104
2139,CONT_000000000500693,새로운 길을 위해...,물빛이 에메랄드빛이네요수심이 낮아서 위험하지않고 모래도 부드럽고산책개념으로 둘러보러왔는데 정말 좋아요여름이라 사람들이 정말 많네요코로나만 아니면 최고의 휴양지같은 느낌 이에요,kakao,5.0,21.08.04.,97
2103,CONT_000000000500693,아무튼 그럼,어제 태풍급 강풍이라고 뉴스 나올 정도로 날씨가 험해서 오늘도 흐리고 바람이 강했는데 바닷물이 맑고 탁 트인 전경이 좋았어요 맑은 날 또 와야겠다고 다짐했습니다 ㅎㅎ,kakao,5.0,22.03.26.,92
2234,CONT_000000000500693,⠀,제주에서 가장 넓고 예쁜바다바다도 보고 다크투어리즘중이라 너븐숭이 기념관도가고 그 근처에 걸어갈 수 있는 공간사진관에서 사진도 남겼어요,kakao,5.0,20.05.02.,75
2196,CONT_000000000500693,SSRT,사람이 많긴 한데 진짜 너무 예뻐요 제주도는 내리는 곳 마다 뷰 맛집이네요 밥먹고 잠깐 들린 곳이라 기대 안하고 갔는데 진심 이뻐요,kakao,5.0,20.11.16.,73
2086,CONT_000000000500693,ㅅㅊ,동쪽 해수욕장에서 가장 사람많고 제일 번화가 버스킹도 해서 낭만적인곳 그래도 물 하나는 너무 너무 말고 아름다움 노을도 이쁨,kakao,5.0,22.06.06.,69
2156,CONT_000000000500693,프로가되자,나의 기준에서도 제주 최고의 해변은 함덕 두번째는 중문색달세번째는 성산일출봉이 보이는 광치기해변나머진 그닥,kakao,5.0,21.06.01.,59
2093,CONT_000000000500693,👁,아이들과 즐기기엔 좋은 해수욕장이었어요풍경이라던가 편의 시설발 닦는 곳이 잘 되어 있어 정말 좋았습니다,kakao,5.0,22.05.11.,57
2057,CONT_000000000500693,진수현,함덕해변 너무 예뻐요 흐려도 새벽에도 저녁에도 언제나 아릅답네요 처음 와봤는데 베스트가 될것 같습니다,kakao,5.0,22.09.26.,56
2194,CONT_000000000500693,쫌,모든것을 갖춘 해변은 함덕이 아닐까요아름답고 또 아름다운 곳하루 놀긴 아쉽고 늘 연박하고 갑니다,kakao,5.0,20.11.23.,53
2047,CONT_000000000500693,write.__.down,내가 너무나 애정하는 해수욕장바다색도 최고 예쁘고 사부작 사부작 거닐며 산책하기에도 좋은 곳 ,kakao,5.0,22.12.15.,52
2053,CONT_000000000500693,ok차박 전국투어,차박 함덕해수욕장 유튜브 검색하시면 동영상 올렸습니다 여러편과 아름다운해변 드론영상도 있습니다,kakao,5.0,22.11.04.,52
2157,CONT_000000000500693,오름오빠,내기준 제주도 최고 최애 해변 델문도 옆 해변 주로 관광객서우봉 옆 해변 주로 제주도민,kakao,5.0,21.05.28.,48
2172,CONT_000000000500693,투턱한나,사진으로는 못 담는 맑은 바다 제주 바다 중에 가장 예쁜 것 같아요 하지만 너무 관광지,kakao,5.0,21.03.31.,48
2169,CONT_000000000500693,올레길고양이,잘 정돈된 해수욕장 가족이 오기에 좋을 듯레저를 하려면 이호테우나 월정리가 나을듯하다,kakao,5.0,21.04.11.,47
2155,CONT_000000000500693,고고,제주  해변 ㅠㅠ협재랑 함덕이 제일 이쁨주변 배경 야자수 등등 고려하면 넘버원 가넝,kakao,5.0,21.06.07.,46
2114,CONT_000000000500693,후기,또가고싶어여 스타벅스에서 제주에서만 맛볼수있는 메뉴 꼭 먹어줘야죠 쑥떡 프라푸치노,kakao,5.0,21.10.27.,45
2239,CONT_000000000500693,ABC,바람이 너무 많이 불어서 춥고 힘들긴 했는데 좋았어요 하얀모래해변이 너무 예뻐요,kakao,5.0,20.01.25.,44
2060,CONT_000000000500693,음음,올레길 코스를 역으로 걸으면 이 해변의 아름다움을 찬란하게 맞이할 수 있다,kakao,5.0,22.09.01.,41
2059,CONT_000000000500693,미,해물이 신선하고 조개살이 신선해서 달고 맛있어요 주아주머니 도 친절하셔요,kakao,5.0,22.09.10.,40
2228,CONT_000000000500693,ㅇ ㅡ ㅇ,참 예뻐요초록한 잔디밭에 금빛 모래사장 너머로에메랄드빛 찬란한 바다체고,kakao,5.0,20.07.04.,39
2129,CONT_000000000500693,지나가는 사람,에메랄드 빛 아름다운 해변 우리나라에도 이런 곳이 있어서 너무 좋아요,kakao,5.0,21.09.12.,38
2062,CONT_000000000500693,운동인생,옆 김녕바다 텃세에 제대로 실망해서 여기왔는데 여긴 그나마 괜찮네요,kakao,5.0,22.08.27.,37
2102,CONT_000000000500693,😀,물색 너무예쁨 모래사장 경사도 낮아서 물놀이하기 너무 좋을 것 같다,kakao,5.0,22.04.01.,37
