관련 태그 전체,콘텐츠 ID,콘텐츠명,주소,도로명주소,태그,간단소개,위도,경도,우편번호,전화번호,썸네일 이미지경로
"숙소,민박,농어촌민박,협재해수욕장,힐링쉼터,힐링,교통,화장실",CNTS_000000000021305,거드락지민박,제주특별자치도 제주시 한림읍 협재리 2436-3,제주특별자치도 제주시 한림읍 한림로 350,"숙소,민박,농어촌민박,협재해수욕장,힐링쉼터,힐링,교통",단 둘만을 위한 소라집,33.394478,126.241394,63011,010-4704-0425,
"낚시민박,낚시용품,추자도,화장실,무료 WIFI,카드결제,현금결제,없음,동반불가능,유료제공,흡연구역제공,없음,운행",CNTS_200000000009135,물돌이민박,제주특별자치도 제주시 추자면 신양리 442,제주특별자치도 제주시 추자면 추자로 561,"낚시민박,낚시용품,추자도,숙소,민박,농어촌민박,주차장,부두",낚시인 민박,33.9354341,126.3227638,,064-742-0380,
"휴식 ,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,유도 및 안내시설,경보 및 피난시설,아주 어려움",CONT_000000000501098,펜션연리,제주특별자치도 서귀포시 하예동 463-1,제주특별자치도 서귀포시 논짓물로48번길 3,"휴식,펜션,휴양펜션,바비큐,해수욕장,공공와이파이존,풀빌라,단체여행객,가족,수영장,조식 포함,교통,체험,해변",서귀포 중문에 전망 좋은 곳에 위치한 아름다운 펜션,33.2404109,126.3863939,,064-756-9888,
"호텔,숙소,수영장,공항,카페,관광호텔,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설,엘리베이터,단차없음,장애인 화장실,승강기,수동 휠체어 대여 가능,장애인 전용 객실,쉬움",CNTS_000000000018182,제니아호텔,제주특별자치도 제주시 연동 282-20,제주특별자치도 제주시 은남1길 25,"호텔,숙소,수영장,공항,카페,관광호텔,무장애관광",고객을 가족처럼 따뜻하고 편안히 맞이하는 비지니스형 호텔,33.48913,126.493164,63124,064-797-9000,
"호텔,숙소,공공와이파이존,주차장,환전,비즈니스센터,화장실,무료 WIFI,편의점",CNTS_000000000022126,호텔 샬롬제주,제주특별자치도 제주시 이도2동 1174-1,제주특별자치도 제주시 동광로 34,"호텔,숙소,공공와이파이존,주차장,환전,비즈니스센터","호텔 샬롬제주는 제주국제공항에서 차로 10분거리, 제주시청에서 200m, 제주시외버스터미널에서 3분거리에 위치 해 있습니다.",33.50193,126.532684,63213,--,
"민박,공용주차장,현금결제,카드결제,화장실,무료 WIFI,음료대,유도 및 안내시설,경보 및 피난시설,아주 어려움",CNTS_000000000018828,노을과원담,제주특별자치도 제주시 한경면 용수리 3934,제주특별자치도 제주시 한경면 한경해안로 282,"민박,숙소,휴양펜션,펜션,가족,단체여행객,주방기구,주차장,바비큐",노을이 멋진 신창풍차해안도로와 가까운 아담한 민박,33.3318117,126.1662152,,070-4205-1892,
"펜션,숙소,휴양펜션,해수욕장,민박,독채,바비큐,무장애여행,편의시설,부대시설,주차장,공공와이파이존,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설,단독접근가능,어려움",CONT_000000000500801,꽃향기바다소리,제주특별자치도 제주시 한경면 판포리 1742-2,제주특별자치도 제주시 한경면 판조로 29,"펜션,숙소,휴양펜션,해수욕장,민박,독채,바비큐,무장애여행,편의시설,부대시설,주차장,공공와이파이존,무장애관광",조용하고 아늑한 꽃향기가 날리는 바다소리 독채형 펜션,33.3656,126.20663,63003,010-2559-0066,
"호텔,공용주차장,현금결제,카드결제,화장실,무료 WIFI,유도 및 안내시설,경보 및 피난시설,엘리베이터,단차없음,장애인 화장실,승강기,어려움",CONT_000000000500984,오렌지트리 호텔,제주특별자치도 제주시 이도일동 1371-2,제주특별자치도 제주시 관덕로8길 7-12,"호텔,숙소,공공와이파이존,양식레스토랑,조식 포함,가족호텔,힐링,무장애관광",구제주의 중심에 위치한 호텔과 카페를 겸한 편안하고 유니크한 곳,33.5122997,126.5243863,,064-755-8688 (1899-4233),
"호텔,숙소,주차장,물품보관서비스,교통,공공와이파이존,자연경관,서귀포,공용주차장,현금결제,카드결제,화장실,무료 WIFI,편의점,유도 및 안내시설,아주 어려움",CONT_000000000500872,모멘토호텔,제주특별자치도 서귀포시 서귀동 536-2,제주특별자치도 서귀포시 태평로439번길 21,"호텔,숙소,주차장,물품보관서비스,교통,공공와이파이존,자연경관,서귀포","이중섭거리에 위치하고 있는 모멘토 호텔은 트리플스타일의 큰 방과 두 개의 침대, 아름다운 서귀포 바다풍경이 보이는 발코니가 있는 호텔입니다.",33.2465385,126.5650235,,064-763-0293,
"펜션,휴양펜션,자연경관,해변,해안도로,해수욕장,스파,공공와이파이존,바비큐,가족,공용주차장,현금결제,카드결제,화장실,무료 WIFI,음료대,경보 및 피난시설,아주 어려움",CONT_000000000500817,노을담은뜨락,제주특별자치도 서귀포시 대정읍 무릉리 3878-9,제주특별자치도 서귀포시 대정읍 노을해안로 416,"펜션,휴양펜션,자연경관,해변,해안도로,해수욕장,스파,공공와이파이존,바비큐,가족",환상적인 제주바다의 전망을 한눈에 담을 수 있는곳.,33.270264,126.2004199,,010-5258-4993,
"숙소,1성급",CNTS_200000000013786,리시온관광호텔,제주특별자치도 서귀포시 표선면 표선리 591-1,제주특별자치도 서귀포시 표선면 표선동서로 263,"숙소,안전여행스탬프","서귀포 표선 시내 중심부에 있어 교통이 편리하고, 호텔 안에 편의점이 있어서 편의성이 좋은 호텔",33.3271865,126.8337289,,064-787-8841,
"휴식 ,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설,아주 어려움",CONT_000000000501113,하와이펜션,제주특별자치도 제주시 도두이동 1621-7,제주특별자치도 제주시 도두봉2길 75,"휴식,펜션,휴양펜션,바비큐,힐링,힐링쉼터,장애인 주차,공공와이파이존,편의시설",이국적인 느낌의 펜션,33.5073611,126.4760763,,064-711-8451,
"휴식 ,공용주차장,현금결제,카드결제,화장실,무료 WIFI,편의점,유도 및 안내시설,경보 및 피난시설,아주 어려움",CNTS_000000000019686,스토리하우스펜션,제주특별자치도 제주시 이호일동 320-1,제주특별자치도 제주시 도리중길 37,"휴식,숙소,휴양펜션,펜션,바비큐,공공와이파이존,해수욕장,가족,자연경관,체험,골프",전객실 바다전망으로 제주바다가 한눈에 보이는 펜션,33.5019633,126.4632175,,064-702-8231,
"숙소,리조트,휴양콘도,서귀포,공공와이파이존,올레길,주차장,부대시설,바비큐,카페,조식,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설,엘리베이터,단차없음,승강기",CNTS_000000000019256,올레요리조트,제주특별자치도 서귀포시 강정동 2498-3,제주특별자치도 서귀포시 이어도로 720,"숙소,리조트,휴양콘도,서귀포,공공와이파이존,올레길,주차장,부대시설,바비큐,카페,조식,무장애관광",제주 올레 7코스에 위치한 리조트,33.2615636,126.49447,,064-739-8558,
"휴식 ,공용주차장,현금결제,화장실",CNTS_000000000019731,탐라누리,제주특별자치도 서귀포시 성산읍 수산리 2411-1,제주특별자치도 서귀포시 성산읍 금백조로 68,"휴식,숙소,민박,휴양펜션,펜션,마을관광,주차장,힐링쉼터",서귀포시 성산읍 수산 자연생태마을에 위치한 민박집,33.4398313,126.8658054,,064-784-2411,
"민박,공용주차장,현금결제,카드결제,화장실,무료 WIFI,음료대,유도 및 안내시설,경보 및 피난시설,아주 어려움",CONT_000000000501020,장원민박,제주특별자치도 서귀포시 색달동 2539-3,제주특별자치도 서귀포시 천제연로 49,"민박,숙소,농어촌민박,주차장,올레길,중문관광단지,부대시설,온돌방,주방기구,공공와이파이존",중문관광단지와 올레8코스중간에 위치한 부담없고 아늑한 민박,33.2569568,126.4111595,,064-738-1110,
"펜션,숙소,휴양펜션,독채,해수욕장,공공와이파이존,해변,갯벌체험학습장,정원,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설,아주 어려움",CONT_000000000500942,수필하우스,제주특별자치도 제주시 구좌읍 종달리 820,제주특별자치도 제주시 구좌읍 종달논길 50-1,"펜션,숙소,휴양펜션,독채,해수욕장,공공와이파이존,해변,갯벌체험학습장,정원",전통 제주돌집을 리모델링한 B&B형 민박,33.492954,126.899605,63364,010-6678-8986,
"펜션,숙소,휴양펜션,힐링,힐링쉼터,공공와이파이존,수영장,정원",CNTS_000000000022549,시월애,제주특별자치도 서귀포시 대정읍 무릉리 3815-1,제주특별자치도 서귀포시 대정읍 무릉사장로 154,"펜션,숙소,휴양펜션,힐링,힐링쉼터,공공와이파이존,수영장,정원",바다가 가깝고 잔디마당이 있는 펜션,33.2574721,126.191179,,0504-3090-3857,
"안전인증숙소,공용주차장,무료 WIFI,스파,바베큐장",CNTS_200000000007771,라신비,제주특별자치도 제주시 한림읍 귀덕리 3895,제주특별자치도 제주시 한림읍 한림해안로 548,"안전인증숙소,숙소,공공와이파이존,해수욕장,바비큐,체험,안전인증민박","귀덕 해안도로에 위치한 오션뷰 펜션
",33.4378031,126.2755954,,064-796-1999,
"펜션,공용주차장,현금결제,카드결제,화장실,무료 WIFI,음료대,유도 및 안내시설,아주 어려움",CONT_000000000501015,이쁜새이쁘게노래하고펜션,제주특별자치도 제주시 한림읍 협재리 2082-2,제주특별자치도 제주시 한림읍 협재로 68-5,"펜션,휴양펜션,일반숙박,정원,바비큐,해수욕장,가족,공공와이파이존,체험",차로 1분 거리에 협재 해수욕장이 있는 전객실 바다전망의 펜션,33.3922895,126.2472499,,064-796-8120,
"민박,숙소,농어촌민박,주차장,온돌방,공공와이파이존,식당,협재해수욕장,공용주차장,현금결제,카드결제,화장실,무료 WIFI,음료대,유도 및 안내시설,경보 및 피난시설,아주 어려움",CONT_000000000500970,에너벨리민박,제주특별자치도 제주시 한림읍 협재리 1740-1,제주특별자치도 제주시 한림읍 한림로 356,"민박,숙소,농어촌민박,주차장,온돌방,공공와이파이존,식당,협재해수욕장",맛있는 음식점과 전망좋은 카페를 같이 운영하는 콘도형 민박,33.3948825,126.2418944,,064-796-9700,
"민박,숙소,단체여행객,바비큐,온돌방,수영장,해수욕장,독채,공공와이파이존,공용주차장,현금결제,카드결제,화장실,무료 WIFI,음료대,경보 및 피난시설,어려움",CNTS_000000000022818,아토하우스,제주특별자치도 서귀포시 남원읍 신흥리 288-6,제주특별자치도 서귀포시 남원읍 신흥앞동산로 84,"민박,숙소,단체여행객,바비큐,온돌방,수영장,해수욕장,독채,공공와이파이존",인생의 특별한 경험을 할 수 있는 곳 '아토하우스',33.337265,126.740845,63616,064-764-5279,
"펜션,숙소,휴양펜션,해수욕장,자연경관,바비큐,해변,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,유도 및 안내시설,경보 및 피난시설,아주 어려움",CNTS_000000000019086,골든비치,제주도 제주시 용담삼동 2342,제주도 제주시 서해안로 486-3,"펜션,숙소,휴양펜션,해수욕장,자연경관,바비큐,해변",공항과 가까운 해안도로에 위치한 휴양형 펜션,33.518623,126.49125,,064-743-8100,
"호텔,숙소,공공와이파이존,공항,발렛파킹,카페,관광호텔,안전여행스탬프,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,유도 및 안내시설,경보 및 피난시설,엘리베이터,단차없음,승강기,장애인 전용 주차장,장애인 전용 객실,어려움,2성급",CNTS_000000000018195,호텔컬리넌제주,제주특별자치도 제주시 연동 284-8,제주특별자치도 제주시 사장1길 26,"호텔,숙소,공공와이파이존,공항,발렛파킹,카페,관광호텔,안전여행스탬프,무장애관광",제주의 중심 연동에 위치한 BOUTIQUE&BUSINESS 호텔,33.4853573,126.4928515,,064-743-6500,
"펜션,휴양펜션,바비큐,온돌방,가족,체험,해수욕장,공용주차장,현금결제,카드결제,화장실,편의점,음료대,유도 및 안내시설,경보 및 피난시설,아주 어려움",CONT_000000000500850,라파로마휴양펜션,제주특별자치도 제주시 한림읍 협재리 2086,제주특별자치도 제주시 한림읍 협재로 62,"펜션,휴양펜션,바비큐,온돌방,가족,체험,해수욕장",제주 협재해수욕장 인근에 위치하여 바다 전망을 즐길 수 있는 곳,33.3923816,126.2473264,,064-796-8121,
"공용주차장,무료 WIFI",CNTS_000000000021681,땅콩펜션,제주특별자치도 제주시 우도면 연평리 242-4,제주특별자치도 제주시 우도면 영일길 156-12,"숙소,휴양펜션,펜션,우도,게스트하우스,힐링쉼터,음식",우도 검멀레해변 근처의 땅콩펜션,33.5011872,126.9675468,63365,010-5845-2528,
"단체숙소,추자도시락,추자도,화장실,무료 WIFI,편의점,카드결제,현금결제,아주 어려움,없음,동반불가능,유료제공,전체금연,식음료장,연회장,인터넷,바베큐장,세탁서비스,없음,운행",CNTS_200000000009130,그린민박,제주특별자치도 제주시 추자면 대서리 173,제주특별자치도 제주시 추자면 대서6길 6-5,"단체숙소,추자도시락,추자도,숙소,민박,농어촌민박,힐링",단체 숙박이 가능한 곳,33.9642903,126.2929862,,064-742-7377,
