관련 태그 전체,콘텐츠 ID,콘텐츠명,주소,도로명주소,태그,간단소개,위도,경도,우편번호,전화번호
"김치찌개,된장찌개,한식,음식,정식,삼겹살,백반,공용주차장,현금결제,카드결제,화장실,음료대,유도 및 안내시설,아주 어려움,착한가격 업소",CONT_000000000501258,복단지식당,제주특별자치도 제주시 한림읍 한림리 1314-84,제주특별자치도 제주시 한림읍 한림북동길 26,"김치찌개,된장찌개,한식,음식,정식,삼겹살,백반",경북 포항에서 공수한 시골된장으로 만드는 된장찌개가 일품인 착한가격업소,33.4174046,126.2640024,,064-753-0079
"카페,커피,케이크,샌드위치",CNTS_000000000022461,구닮카페,제주특별자치도 서귀포시 안덕면 사계리 177-1,제주특별자치도 서귀포시 안덕면 산방로 210,"카페,커피,케이크,샌드위치,음식,아메리카노,에이드,레몬에이드,과일주스,바닐라라떼,카페라떼,녹차라떼,곡물라떼,돌체라떼,딸기라떼,코코넛라떼,에스프레소,카푸치노,카페모카,카라멜마끼아또,라떼,생과일주스,스무디,망고스무디,딸기스무디,블루베리스무디,초코스무디,레몬스무디,자몽에이드,차,유자차,생강차,대추차,오미자차,팥빙수",산방산에 위치한 구닮스무디와 솜사탕아포가토가 대표메뉴인 카페,33.23643,126.312805,63528,064-792-0918
"아구찜,대구탕,해물갈비찜,한식,음식,알탕,공용주차장,화장실,무료 WIFI",CNTS_000000000021704,내담,제주특별자치도 서귀포시 하예동 978,제주특별자치도 서귀포시 예래로 296-1,"아구찜,대구탕,해물갈비찜,한식,음식,알탕,아구탕,아귀전골,대구뽈찜,대구뽈탕",하예동 내담 아구찜 대구탕 전문점,33.241455,126.38309,63538,064-738-2839
"덮밥,가정식,어린이 출입불가",CNTS_200000000007143,털보네 고양이,제주특별자치도 서귀포시 남원읍 위미리 165-10,제주특별자치도 서귀포시 남원읍 태위로 381,"덮밥,가정식,음식,짬뽕,감자고로케,샐러드,우동,치킨,치킨샐러드,라면,샐러드우동,짬뽕라면",위미리에서 맛보는 일본 가정식,33.2753832,126.6879596,,
"커피,디저트,빙수,블루베리피자,블루베리주스,화장실,공용주차장,현금결제,카드결제,카드결제,현금결제,커피,삼동주스, 삼동빙수, 삼동피자",CNTS_200000000007150,별난카페,제주특별자치도 서귀포시 안덕면 서광리 1224-52,제주특별자치도 서귀포시 안덕면 녹차분재로 199,"커피,디저트,빙수,블루베리피자,블루베리주스,음식,허니브레드,아메리카노,피자,차,캐모마일,레몬차,유자차,레몬그라스,주스,에이드,레몬에이드,유자에이드,스무디,딸기스무디,블루베리스무디,요거트스무디,라떼,녹차라떼,고구마라떼,핫초코,아이스초코,아이스티,복숭아아이스티,레몬아이스티,빙떡,에스프레소,카페라떼,카페모카,카푸치노,팥빙수",지역주민들이 직접 재배한 재료를 이용한 디저트와 음료를 맛볼 수 있는 마을 카페.,33.3061078,126.288574,,064-792-7227
"피자,스테이크,스테이크피자,공용주차장,현금결제,카드결제,화장실,무료 WIFI,음료대",CNTS_000000000020249,피자아일랜드,제주특별자치도 서귀포시 성산읍 온평리 1069-1,제주특별자치도 서귀포시 성산읍 환해장성로 513,"피자,스테이크,스테이크피자,음식,고르곤졸라화덕피자,치킨피자,포테이토피자,고구마피자,페퍼로니피자,고르곤졸라피자,파스타,토마토파스타,미트로제파스타,새우크림파스타,도시락,찹스테이크,아메리카노,라떼,카페라떼,바닐라라떼,헤이즐넛라떼,카라멜마끼아또,차,자몽차,에이드,레몬에이드,자몽에이드,블루베리에이드,아이스티,복숭아아이스티,주스,감자튀김,치킨텐더,소시지",성산에 위치한 치즈가 맛있는 피자집,33.499622,126.53119,,064-784-1991
"바지락회무침,두부바지락전골,바지락칼국수,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,음료대,유도 및 안내시설,경보 및 피난시설,단차없음,아주 어려움",CONT_000000000501353,제주담,제주특별자치도 제주시 구좌읍 송당리 2250-2,제주특별자치도 제주시 구좌읍 비자림로 1575,"바지락회무침,두부바지락전골,바지락칼국수,음식,칼국수,무장애관광",구좌읍에 위치한 제주담입니다.,33.4509119,126.7677935,,064-782-1780
"굴구이,굴,굴볶음밥,하얀굴짬뽕,현금결제,카드결제",CNTS_000000000022194,대굴대굴구이,제주시 연동 2327-7,제주시 성신로2길 19,"굴구이,굴,굴볶음밥,하얀굴짬뽕,음식,굴전,라면,볶음밥,굴순두부,닭발,생굴,굴칼국수",우리나라 고유종 여수산 굴만 취급하는 굴구이 전문점 '대굴대굴',33.492172,126.487236,,064-900-9668
"토종닭,한방오리,백숙,샤브샤브,음식,오리한마리,오리고기,공용주차장,현금결제,카드결제",CNTS_000000000001284,원당골,제주특별자치도 제주시 삼양1동 1170,제주특별자치도 제주시 원당로 72,"토종닭,한방오리,백숙,샤브샤브,음식,오리한마리,오리고기",토종닭과 한방 오리를 즐길 수 있는 원당골,33.526814,126.592575,63316,064-725-2525
"티본스테이크, 파스타, 샐러드,화장실,무료 WIFI,공용주차장,음료대,유도 및 안내시설,경보 및 피난시설,카드결제,현금결제,단독접근가능,쉬움,유아의자",CNTS_200000000008112,팜스테이블,제주특별자치도 제주시 연동 1311-1,제주특별자치도 제주시 수목원길 41,"티본스테이크,파스타,샐러드,음식,스테이크,토마호크스테이크,꽃등심스테이크,햄버거스테이크,봉골레파스타,해물파스타,크림파스타,미트볼파스타,리조또,안심스테이크,새우오일파스타,버섯크림리조또,해산물파스타,버섯샐러드,등심스테이크,목살스테이크,에이드,레몬에이드,자몽에이드,허브티,홍차,에스프레소,와인,무장애관광",티본스테이크와 파스타 그리고 친환경 야채를 활용한 샐러드가 있는 스테이크하우스.,33.4699581,126.48948,,064-711-9234
음식,CNTS_200000000013790,바움하우스,제주특별자치도 제주시 용담삼동 2400,제주특별자치도 제주시 서해안로 448,"음식,안전여행스탬프,카페,베이커리,블루베리타르트,소보루빵,빵,케이크,아메리카노,에스프레소,카페라떼,카푸치노,카페모카,카라멜마끼아또,바닐라라떼,초코라떼,녹차라떼,자몽에이드,레몬에이드,복숭아아이스티,아이스티,에이드,요거트,플레인요거트,자몽차,레몬차,유자차,생강차,카모마일,레몬생강차,수정과",용담 해안도로의 아름다운 바다뷰를 볼 수 있는 바움쿠헨 디저트 전문점 카페,33.517659,126.487575,,064-743-8857
"추자야식,추자도야식,추자식당,추자음식점,추자도,무료 WIFI,화장실,카드결제,현금결제",CNTS_200000000009125,마마식당,제주특별자치도 제주시 추자면 대서리 140-6,제주특별자치도 제주시 추자면 추자로 36,"추자야식,추자도야식,추자식당,추자음식점,추자도,음식,갈비찜,낙지볶음,국물닭발,식당,백반,제육볶음,돼지짜글이,육개장,소고기육개장,황태해장국,해장국,돼지갈비찜,닭볶음탕,돼지김치찌개,청국장,순두부찌개,냉채족발,생선구이,모듬생선구이,국물떡볶이,골뱅이,골뱅이소면,두부김치,얼큰라면",추자에서 야식을 먹을 수 있는 곳,33.9636778,126.2957655,,064-747-2655
"추자향토음식점,추자음식점,추자식당,추자수산식당,추자도,무료 WIFI,화장실,공용주차장,카드결제,현금결제,쉬움",CNTS_200000000009106,신등대수산회센타,제주특별자치도 제주시 추자면 대서리 5-7,제주특별자치도 제주시 추자면 추자로 12,"추자향토음식점,추자음식점,추자식당,추자수산식당,추자도,음식,굴비정식,정식,갈치조림,식당,삼치구이,갈치조림정식,조기매운탕,우럭매운탕,매운탕,장어탕,비빔밥,우럭조림,묵은지고등어조림,회,삼치회,농어회,도미회,소라회,해삼회,문어",추자도 특산물 요리 전문점,33.9632897,126.2976894,,064-742-3868
"추자녹두삼계탕,추자오리고기,추자음식점,추자식당,추자도,화장실,무료 WIFI,카드결제,현금결제,영어,가능",CNTS_200000000009091,한밭식당,제주특별자치도 제주시 추자면 대서리 38-6,제주특별자치도 제주시 추자면 대서3길 21,"추자녹두삼계탕,추자오리고기,추자음식점,추자식당,추자도,음식,백숙,차돌박이,오리로스,대패삼겹살,식당,삼계탕,곰탕,뚝배기불고기,김치찌개,된장찌개",추자에서 맛볼 수 있는 녹두 삼계탕 ,33.9642903,126.2929862,,064-742-1858
"화덕피자,카페,쿠키,잼,음식,고르곤졸라화덕피자,마르게리타화덕피자,ゴルゴンゾ?ラ石窯ピザ,공용주차장,화장실,아주 어려움",CNTS_000000000021076,고망딱새,제주특별자치도 제주시 이호1동 348-2,제주특별자치도 제주시 서해안로 96,"화덕피자,카페,쿠키,잼,음식,고르곤졸라화덕피자,마르게리타화덕피자,아메리카노,카페라떼,카푸치노,비엔나커피,바닐라라떼,헤이즐넛라떼,카페모카,카라멜마끼아또,에스프레소,에스프레소콘파냐,아포가토,젤라또,라떼,차,레몬차,유자차,매실차,진피차,국화차,녹차,캐모마일,페퍼민트,자스민티,쑥차,뽕잎차,초코라떼,고구마라떼,그린티라떼,얼그레이,스무디,딸기스무디,블루베리스무디,망고스무디,아이스티,복숭아아이스티,모히또,밀크티,토스트,허니브레드,와플",이호테우 해변 근처에 있는 작은 카페,33.50343,126.4597,63108,064-712-5362
"흑돼지,목살,오겹살,가브리살,음식,양념갈비,갈치조림,고등어조림,갈비,항정살,공용주차장,현금결제,카드결제,화장실,아주 어려움",CNTS_000000000001157,해월향,제주특별자치도 서귀포시 성산읍 고성리 1115-2,제주특별자치도 서귀포시 성산읍 고성오조로 33,"흑돼지,목살,오겹살,가브리살,음식,양념갈비,갈치조림,고등어조림,갈비,항정살",섭지코지 근처에서 맛보는 제주 흑돼지,33.446968,126.914444,63641,064-784-4080
"순대국밥,순대,백반집,한식,음식,순대국,고기국수,머리고기,막창구이",CNTS_000000000022409,현경식당,제주특별자치도 제주시 이도일동 1289-5,제주특별자치도 제주시 동광로1길 32,"순대국밥,순대,백반집,한식,음식,순대국,고기국수,머리고기,막창구이,2022고메페스타,따로국밥,국밥,백반",푸짐한 양에 놀라고 깊은 맛에 놀라는 보성시장내 현경 식당.,33.5032944,126.527915,,064-757-9707
"보말국,성게미역국,성게국수,갈치국,한식,공용주차장,현금결제,카드결제,화장실,편의점,음료대,아주 어려움",CNTS_000000000020807,갯것이식당,제주특별자치도 제주시 이도이동 319-3,제주특별자치도 제주시 가령로 9,"보말국,성게미역국,성게국수,갈치국,한식,음식,물회,소라물회,한치물회,전복물회,갈치구이,옥돔구이,전복뚝배기,한치,2022고메페스타,성게국,보말,뚝배기,해삼물회,자리물회,고등어구이,갈치조림,고등어조림,한치회,회덮밥",이도동 제주경찰서 후문 남쪽에 위치한 성게미역국 전문점입니다.,33.5033429,126.53718,,064-724-2722
"빵,팡도르,마늘빵,음식,마늘바게트,디저트,바게트,밤식빵,베이커리,2022고메페스타,현금결제,카드결제,화장실",CNTS_000000000021125,채점석베이커리,제주특별자치도 서귀포시 서호동 1554-4,제주특별자치도 서귀포시 서호남로32번길 29,"빵,팡도르,마늘빵,음식,마늘바게트,디저트,바게트,밤식빵,베이커리,2022고메페스타,샌드위치,크로와상샌드위치,햄버거,크로아상,에그타르트,소보루빵,팥빵,야채빵,생크림단판빵,브리오슈,깜파뉴,마들렌,케이크,머핀,블루베리머핀,블루베리타르트,초코타르트,우유식빵,잼,딸기잼,요거트,에이드,레몬에이드,자몽에이드,복숭아아이스티,아메리카노,카페라떼,바닐라라떼",눈 덮인 한라산의 모습을 한 팡도르가 맛있는 곳,33.24850594,126.5142081,63566,064-739-0033
"베이커리,카페,크루아상",CNTS_200000000008377,겹겹의 의도,제주특별자치도 서귀포시 서홍동 364,제주특별자치도 서귀포시 홍중로27번길 4,"베이커리,카페,크루아상,음식,빵,아메리카노,크로아상,우유식빵,카페라떼,모카라떼,바닐라라떼,라떼,핫초코,아이스초코,에이드,망고에이드,블루베리에이드,차,얼그레이",서귀포 서홍동에 위치한 크루아상 카페. ,33.2639577,126.5507293,,064-763-0990 
"파스타,피자,스테이크,양식",CNTS_000000000022389,루스트플레이스 베라체점,제주특별자치도 제주시 아라2동 3001-10,제주특별자치도 제주시 승천로 73,"파스타,피자,스테이크,양식,음식,샐러드,치킨샐러드,리코타치즈샐러드,봉골레파스타,해물파스타,크림파스타,미트볼파스타,오일파스타,새우로제파스타,고르곤졸라화덕피자,화덕피자,볶음밥,새우볶음밥,버섯샐러드,카프레제샐러드,까르보나라,빠네파스타,뚝배기파스타,스테이크덮밥,함박스테이크,고르곤졸라피자,돈까스,돈가스,해물볶음밥,치킨스테이크,등갈비,콤비네이션피자,페퍼로니피자,치즈돈까스,짬뽕파스타,라구파스타,알리오올리오파스타","돈까스, 파스타 등의 양식을 합리적인 가격에 먹을 수 있는 레스토랑",33.492416,126.54305,63227,064-755-9004
"카페,브런치카페,위더스풀블랙퍼스트,에그메네딕트,공용주차장,현금결제,카드결제,화장실,무료 WIFI",CNTS_000000000021106,위더스트래블,제주특별자치도 제주시 아라1동 6113-16,제주특별자치도 제주시 인다9길 29,"카페,브런치카페,위더스풀블랙퍼스트,에그메네딕트,음식,브런치,샌드위치,아메리카노,와플,파니니,카페라떼,카푸치노,플랫화이트,카페모카,돌체라떼,바닐라빈라떼,아포가토,라떼,차,자몽차,레몬티,레몬에이드,요거트스무디,딸기요거트스무디,플레인요거트스무디,고구마라떼,과일주스",아라동에 위치한 브런치 카페,33.475548,126.54848,63247,064-722-0823
