,ID,WRITER,CONTENT,TYPE,SCORE,CREATED_AT
127,CONT_000000000500769,리니,엘베없는 층짐들고 오르 내리기 너무 힘들다요진짜 구비되어있는게 뭐가 없어서 별루이나 뷰는 좋네여,kakao,3,21.03.17.
128,CONT_000000000500769,❣️,저희는 딱히 불편한거 없이 잘 쉬고 갑니다뷰 맛집인정 ㅠㅠㅠㅠ,kakao,5,20.09.27.
129,CONT_000000000500769,.,바닷가보단 좋으나 저렴대신 개가 느무울고 ㅜ한박만하몀되는데 강아지학해하나요 ㅜㅠㅠㅜ,kakao,3,20.07.26.
130,CONT_000000000500769,동달,뷰는 좋아요 근데 엘리베이터 없고 냉장고 소음이 심해 잘때는 코드 뽑고 자야해요 환풍기 소음도 앞 술집사람들 이야기 소리도 잘 들려요,kakao,3,20.05.24.
131,CNTS_000000000021177,yeol,너무 좋았어요 사장님도 친절하시고 영화픽도 잘해주시고 특히 불멍최고 너무 좋은곳이라서 리뷰자체를 처음 써보게됬네요 행복한 쉼 되세요,kakao,5,23.01.06.
132,CNTS_000000000021177,S T E L L A,인방인데 혼자 있었네요 깨끗하고  조용하고 블투 연결 해서 혼자 음악 듣고 저녁 시에 영화보고  너무 좋았어요,kakao,5,22.09.26.
133,CNTS_000000000021177,만다린,사장님도 친절하시구 영화관 불멍 객실내 블루투스 스피커까지 너무 좋았습니다박만 머물러서 너무 아쉬웠고 다음에 또 가고싶어요,kakao,5,22.07.01.
134,CNTS_000000000021177,송호은, ,kakao,5,22.06.11.
135,CNTS_000000000021177,이수, ,kakao,5,22.02.17.
136,CNTS_000000000021177,어쩔돈까스,사장님 친절하시고 영화관 있는 게 너무 좋아요전 시간이 안맞아서 못봤지만 담에 또 간다면 볼거에요ㅠㅠ방도 깨끗하고 커튼이 있어서 넘 좋았어요안락안락전체적으로 만족했습니다,kakao,5,22.01.24.
137,CNTS_000000000021177,S:D,박하는 동안 남자사장님 한분 외에아무도 마주치지 않아 조용하게 잘 쉬었습니다층 인실 욕실이 내부에 있어 편리했고세련되진 않지만 깔끔하고 감성있는 숙소였습니다들어오는 골목이 길진않지만 저녁엔 많이 어두워도보 방문자에게는 그다지 추천하고 싶진  않습니다샴푸 린스 바디샤워 비누 치약 수건 드라이어 있고칫솔 생수 로션 샤워타올은 없습니다가격이 저렴해서 비슷한 예산으로 서쪽 여행시재방문의사 있습니다,kakao,4,21.09.30.
138,CNTS_000000000021177,진진,세심한 편의시설이 잘되어있음 세탁기탈수기도 있고 화장실도 샤워하기 편하게 되어있음 방에 블투스피커 조명 거울조명 옷걸이 빗 드라이기 등 정말 필요한게 딱딱 있음 사장님이 신경을 엄청 쓰시는듯 대신 체크인시간과 통금시간이 철저하니까 밤에 나갈 생각 있는사람들은 좀 더 노는분위기의 게하로 찾아가시길 입구에 수국 마당 고양이 영화관 다 예뻤음,kakao,5,21.09.21.
139,CNTS_000000000021177,프시케(Psyche),예전에 올레 번길 걷다가 하루 머물렀던 곳입니다 협재쪽은 호텔이 많지않아서 고민하다가 찾아낸곳인데 파티같은거 없고 조용하게 머물다 가실분은 여기만한곳이 없을듯 싶습니다 아침 일찍 나오는 바람에 사장님은 못 뵈었지만 하나 하나 사장님의 손길이 안간곳이 없어보입니다 강추 합니다,kakao,5,21.05.01.
140,CNTS_000000000021177,ㅇㅅㅇ, ,kakao,4,21.03.03.
141,CNTS_000000000021177,🌷, ,kakao,5,21.02.25.
153,CNTS_000000000021313,장혜은, ,kakao,5,18.03.05.
154,CONT_000000000501098,ㅅㅇ,추운 바람 그리고 비오는 날 따듯한 실내 수영장에서 실컷 수영하고 놀았어요 다음에 또올거에요 ㅎㅎ,kakao,5,22.10.09.
155,CONT_000000000501098,elly,여기 댓글알바 쓰시나 무료바베큐도 시작한지 며칠안된거로 아는데 평에 적혀있네요 솔직히 평보고 조금은 기대했습니다 수영장도 사진에 나온거랑 완전다르고 온수풀이요 온수가 무슨뜻인지 모르시는듯게다가 객실상태 곰팡이에 먼지에 바닥 청소는 하시나요 연박이었는데 이틀내내 드러워서 진짜휴 방두개 화장실 세개있는방도 화장실에 곰팡이가진짜 비염있는데 장실만 들어가면 콧물이 줄줄흐릅니다 그리고 가장 중요한거 사장님 안친절하세요 멀묻기가눈치가 보입니다여기든어디든 돈쉽게 벌려고만 하지말고 청소는기본인데 기본은 좀 철저하게 해주셨음 하네요추천도안하고 다신안갑니다,kakao,1,22.10.05.
156,CONT_000000000501098,♡,너무 좋았음 물놀이도하고 재미나게 쉬고옴,kakao,5,22.05.03.
157,CONT_000000000501098,먹친놈,갔던 곳 중 진짜 최고 방에서 수평선이 보이고 실내 수영장이 있고 거실과 방에 하나씩 도 개나 있고 여기는 그냥 최고입니다,kakao,5,21.11.10.
158,CONT_000000000501098,killin',수영장이 어어어ㅓㅓㅓㅓㅁ청 좋음 자녀 있으신 분들한테 추천일하시는 분들 친절 원하는 사항 기분좋게 잘 들어주심,kakao,4,21.11.07.
159,CONT_000000000501098,♥꼬물이♥,다른 펜션들과 가격은 비슷한데사계절 예쁜 온수풀 무료 바베큐장이 있다는 게수영과 바베큐 좋아하는 사람에겐 최고의 가성비 펜션이 아닐까 싶음방은 넓진 않지만 깨끗,kakao,5,21.06.11.
160,CONT_000000000501098,김종훈,청결하고 좀 부족한건 직원분들 대처를 빨리해주고 친절하고 수영장은 다더 좋네요장마철 비올때 온수라 더좋네요,kakao,5,20.07.14.
161,CNTS_000000000018828,김진수,일몰보다가 넘어져서 사장님께 연락해서 잠깐 들렸는데 따뜻하고 인심이 좋으세요,kakao,5,21.12.31.
162,CNTS_000000000018828,냥,제주도에서 너무 좋은 추억만들고 갑니다 참고로 개마리가 있습니다 저는 개를 좋아해서 지내는동안 개들이랑도 친해져서 나중에 나갈땐 아쉬웠네요 아침마다 마당에 나와서 시리얼 먹으면서 바다 볼 수 있어서 좋았습니다,kakao,5,21.07.10.
163,CNTS_000000000018828,초코코,개 관리도 안하고 개가 물었는데 작은개가 물었다며 사과도 안함,kakao,1,21.07.02.
164,CNTS_000000000018828,엔조잇,너무 좋아용제주스러움을 느끼기 좋았습니다멍멍이들도 너무 귀여워용,kakao,5,21.06.23.
165,CNTS_000000000018828,장대용,친절한 사장님과 흐리지만 않으면 이쁜 노을을 볼수 있는 바다가 바로 앞인 민박집,kakao,5,20.07.07.
166,CNTS_000000000018828,김준봉01092525192 우석대진천,절친처럼 친절하네요돌고래가 바로 앞바다에서 볼 수 있어 좋았습니다,kakao,5,20.01.05.
167,CNTS_000000000018828,KS,친절함,kakao,5,18.06.04.
168,CONT_000000000500801,br,수건 아주 넉넉히 있어서 넘 좋았어요 친절하게 대해주셔서 감사했습니다,kakao,5,22.07.23.
169,CONT_000000000500872,🎐,너무좋았어요 깨끗하고 테라스도넓고 시장이랑가까워서더욱좋았습니다 한가지 아쉬웠던건해산물반입금지라 시장에서회한접시사서먹고남았는데걍왔어요 첨부터사갔음클났을뻔ㅎㅎ가실분들참고하셔요 그것말곤하루더있고싶을만큼좋았습니다,kakao,5,22.04.24.
170,CONT_000000000500817,sic,아침을 못먹게돼서 아쉬웠지만 깔끔하고 좋았어요,kakao,5,18.02.02.
171,CNTS_000000000019256,행복한삶, ,kakao,1,21.07.10.
172,CNTS_000000000019256,맛없으면 유죄,시설은 그냥 호스텔같은 느낌인데 뷰가 신혼여행으로 다녀온 고급리조트보다도 더 좋아요 아침에 새소리에 눈뜨고 차소리 안들리고 그냥 조용 고요 탁트임 그 자체여기 묵을 때 카페를 안갔어요 드립백 사다가 내려마시고 너무너무너무 좋았어요 올레길 코앞이어서 아침에 올레길갔다가 점심먹고 내내 숙소에 있었네요 너무좋아요,kakao,5,21.04.18.
173,CNTS_000000000019256,앵개미 성희 ~♡, ,kakao,4,20.12.04.
174,CONT_000000000501020,🐇🐇🐇,별하나도 아까움주인장불친절현금요구,kakao,1,20.10.27.
175,CONT_000000000501020,황정아,모텔스타일이지만저렴하고 관광단지랑 가까워서 좋아요게하갈바에는 이런숙소가 더 가성비 좋은듯,kakao,5,20.08.06.
176,CONT_000000000501020,지나간다,취사 안되는 작은 방 원,kakao,4,19.05.15.
177,CONT_000000000500942,:), ,kakao,5,19.11.28.
178,CONT_000000000500942,Qiwei,숙소에 딸려 있는 카페에서 감귤주스 마셔보세요 절대 후회하시지 않습니다 이런 정성담긴 주스는 처음 마셔봤습니다 신맛을 제거하고 달콤하도 신선한 느낌만 가득 담겨 있어요,kakao,5,18.08.04.
179,CNTS_200000000007771,냉정한ㄱㄹ,이집은 먹고나면 속이 더부룩하지않고 집밥먹는기분이예요 항상 일정한 맛과 양 년월 방문최근 방문 별개로 줄입니다양이 꽤 줄었네요가격은 올랐고 돈까스사이즈나 양은 줄었고 만두도 작아졌고 면도 적어짐음재방문 고민되는 집,kakao,3,23.01.20.
180,CNTS_200000000007771,가고있다 ...가을, ,kakao,1,23.01.04.
181,CNTS_200000000007771,면빵커피,이날만그랬는지모르겠는데 미소라멘과 쇼유라멘들 시켰는데 미소가 더 먼저나왔어요 참고하세요,kakao,4,22.12.21.
182,CNTS_200000000007771,리락쿠마,일단 해안도로에 위치하고 있어서 오션뷰가 환상임 주차 편리하고 라멘맛도 중상급 사장님 친절하세요,kakao,4,22.11.28.
183,CNTS_200000000007771,Mark.Lee,그냥 라멘집임 뷰 좋음,kakao,3,22.11.14.
184,CNTS_200000000007771,RUi,맛 괜찮은데 사장님이 많이 지쳐보여요 ㅜㅜ조금만 더 친절하게 해주셨으면 좋겠어요 ㅠㅠ,kakao,4,22.11.12.
185,CNTS_200000000007771,김재갑,라신비 라멘집 윗층이 펜션입니다바닷가가 펜션앞 정도에 잇습니다방도 깨끗하고 시설전자렌지식기류티비에어콘선풍기식탁중형냉장고도 좋고 뷰도 좋앗습니다다만 보일러가 새벽에 늦게 작동하느라 좀 추웠는데 이게 흠이었습니다추위에 약한 분들은 미리 주인에게 말하시길 바랍니다 이 펜션은 스파가 백미입니다스파시설이 넓고 깨끗해서 목욕하고 바닷가를 보며 차 한잔하는 것은 아름다운 추억이 될 것입니다,kakao,3,22.10.07.
186,CNTS_200000000007771,Gobby Ho, ,kakao,5,22.09.25.
187,CNTS_200000000007771,가보자 어디까지든,맛은 평범한데 대응하는건 그때그때 다름어떤날은 화이팅 넘치고 어떤날은 저기압ㅋㅋ내가 돈주고 사먹는데 이제는 안가려함위 펜션도 같이 하던데 투숙객에게대응하는게 하루하루 달랐음ㅎㄷㄷ,kakao,2,22.09.02.
188,CNTS_200000000007771,JH,예전에 길을 지나다 들린 이곳에서 돈까스를 맛있게 먹었던 기억이나 토요일날 방문했습니다 들어가자마자 어른명 아기명이 있다고 말씀드리고 아기 의자가 있길래 제 옆에 의자를 빼고 아기의자를 넣었습니다 그런데 메뉴판을 가져다주던 주인장이 의자를 뺐으면 아기의자있던 쪽으로 옮겨야지 뭐하는거냐고 옮겨놓는게 기본 매너가 아니냐고 버럭 화를 내는겁니다 참나 어이가 없어가지고 저는 어디에 놓는지 말씀해주셔야 알죠라고 말한 뒤 그런소릴 듣고는 입맛이 뚝떨어져서 다른곳에 갈까 했는데 와이프가 그냥 먹자는식으로 말해서 어떻게해야하나 하고 있는 찰나 기분나쁘시면 그냥 가도된다 기분나쁘시냐 그럼 그냥가시라고 반복으로 말하시더군요 그 얘기듣고는 바로 나와버렸습니다나와서 다른 음식점에서 밥을먹으며 생각해보니 그 주인장이 저한테 매너가 있는니 없느니 들먹였는데 기본매너는 누가 정하나요사람마다 생각하는 기본매너는 다 다르고미처생각하지못한부분을 기분좋게 점심식사하러간 손님한테 초면인 사람한테 그렇게 행동한다는것이 그렇게 따지면 그게 더 기본매너가 안된건 아닐까요다른 음식점들은 아기가 있다고 말하면 알아서 먼저 의자를 가져다주고 세팅해주지 손님이 의자정리하고 뺀의자를 제자리에 안가져다 놨다고 뭐라하는 식당이 과연 있을까 장사가 너무 잘되서 배가 불렀던지 그냥 인성자체가 문제있던지간에 이러한 마인드로 음식점을 하는것 자체가 문제가 있다고 봅니다 즐거운 주말을 보내려고 외식을 나왔는데 하루종일 기분이 드러웠고 다신 가지도 않을 추천하지도않을 음식점이 되어버린 이 식당에 주인장이 이 글을 꼭 봤으면 합니다,kakao,1,22.08.29.
189,CNTS_200000000007771,강그래,뭐라 말해야하나요면은 덜 삶아진듯 뻣뻣하고돈가스는 튀김옷에 기름기돌아서딱 맛 없어보이는 ㅠㅠ아 돈 아깝네요,kakao,1,22.08.23.
251,CONT_000000000501015,🎐,주변경치도좋았고 조금만걸어나가면 고깃집 편의점 바닷가가근처라서좋았어요 근데시설이너무노후되었더라구요 방충망은있으나마나고 거미줄도많고 방은둘이쓰기넉넉했어요시설만조금깨끗해지면 진짜너무좋을것같아요,kakao,3,22.04.24.
252,CONT_000000000500850,엥루,박했는데 따뜻하고 조용해서 너무 잘잤습니다 ㅠㅠ,kakao,5,22.03.01.
253,CNTS_000000000021681,¯ࡇ¯, ,kakao,4,20.10.09.
254,CNTS_200000000009130,남요한,방도 넓고 조용하고 근처 식당들도 가까워요사장님이 황금성이라는 식당도 같이 하고 있으시니 묵으실 때 황금성 가셔서 묵고 있다고 하시면서비스 더 주실지도 몰라요 하하,kakao,5,21.03.01.
255,CNTS_000000000018120,영도맛집,이틀묵었습니다친절하시고사생활보호철저자유롭고매일침구갈아주시고점만점입니다가성비도최고잘묵고갑니다,kakao,5,18.05.11.
256,CONT_000000000501138,맛멋,기존에 모텔을 인수하셔서 장애인단체에서 운영하는 듯하던데 제주시내 숙소로 만족했습니다숙소도 깔끔하고 직원분들도 친절하셨어요,kakao,5,22.09.07.
257,CONT_000000000501138,장지원,진절하시고 편의 봐주시고 아무리 좋아도 잠자리가편해야겠지요  잠자리 넘편하게 잤어요다시 또 오고 싶어요 주변에 먹을곳도 많아서 교통도편하고 좀오래된곳인듯 느껴지지만 리모델링 하서 깨끗했어요 ,kakao,5,22.08.14.
258,CONT_000000000501138,Taekjun Lee,외관과 다르게내부는 사장님이 매우 깔끔하게 잘 관리하신 곳앞으로 제주시 출장은 항상 여기로,kakao,5,22.07.14.
259,CONT_000000000501138,다비드,수익금 전액이 장애인고용에 쓰여진다고 하는만큼 가격도 착하고 방이랑 화장실이 너무 깨끗해요 외관은 좀 오래돼보이지만 내부 인테리어는 리모델링 되었는지 아주 좋습니다,kakao,5,22.06.06.
260,CONT_000000000501138,코맥, ,kakao,5,22.04.15.
261,CONT_000000000501138,낫나나,제일 기본인 스탠다드 트윈 선택했는데 생각보다 넓었어요 깨끗합니당 그리고 방바닥에 뜨끈뜨끈하게 열 올라와서 좋았어요 따뜻해요 가격 대비 너무너무 만족해요,kakao,5,22.02.26.
