WRITER,CONTENT,TYPE,SCORE,CREATED_AT,OPEN_CLOSE_TIME,CATEGORY,STORE_NAME,STORE_ADDR,STORE_SCORE,HOMPAGE,ECT
나는 문어,그냥 시장이구요 사람 많아요. 떡이랑 천혜향 배송주문한건 맛있긴합니다,카카오맵,3,22.04.24.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
나이스,야시장내 사람이바글바글합니다.<br/>전복버터밥은 후라이팬 냄새만나고<br/>전복색만입혔나봅니다.<br/>문어치즈구이는 맛있었구요. 떡볶이튀김 먹을만하구요.<br/>염통은 덜익은듯 빨개요<br/>시장중간쯤 천혜향인가 5kg 35000원주고 세박스×3 택배시켰는데<br/>시장끝쯤 걸어나오니 한박스에 25000원이네요<br/>눈팅이는 제대로 맞은듯~,카카오맵,1,22.04.15.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
ㅇㅁㄴ,솔직히 음식이 맛은 없고 그냥 불쇼만 보러 가세요.. 제주도에서 가장 핫플인거 같긴 합니다만 음식이 너무 맛없고 비싸기만 함.. 줄이 길다고 해서 맛집이 아닙니다!!!! 불쇼 보는재미는 있네요,카카오맵,1,22.04.09.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
루이스,각종 불쇼 구경만하시고 밥은 나가서드세요..<br/>여러가지 포장해서 먹었는데 너무 맛이없어서 다 남겼네요..<br/>선물사거나 불쇼 보는건 추천합니다~!,카카오맵,2,22.04.03.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
숙,"볼거리, 먹거리 많아요 근데 진짜 맛없어요 ㅋ<br/>눈으로 보는 맛 5점<br/>맛은 0.1점<br/><br/>버터오징어구이 - 버터맛 1도 안남, 탄맛만남<br/>한라산흑돼지구이? - 개뻑뻑<br/>전복김밥 - 그냥 김밥, 무난<br/>닭꼬치(삼겹살김치말이,염통구이 등등) - 쏘쏘, 근데 소금 겁나쳐요 진짜짬",카카오맵,2,22.04.02.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
선우코 :),,카카오맵,5,22.03.24.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
임,천혜양 레드향 한라봉 이런건 큰게더 달다면서 작은것 산다고 해도 큰게 좋다고싸게주겠다고 계속 강요해서 이왕 선물할거 돈 좀 더 보태서 큰거 샀더니 딴지 오래된걸 보내주셨네요 먹는데 알맹이 겉이 다 말라있어요,카카오맵,1,22.03.21.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
배준경,,카카오맵,5,22.03.20.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
하쿠,남해수산 가성비 좋음. 가성비가 좋은거임,카카오맵,3,22.03.19.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
빼꼼이,활기차고 저렴하고 하루종일 머물러도 볼거리 먹거리 최고예요~^^,카카오맵,4,22.03.05.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
객관적평가남,"해물파전 파는 곳 맛있어요. 1장에 7,000원. 전복김밥은 맛없어요…",카카오맵,5,22.02.27.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
이승현,,카카오맵,5,22.02.26.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
kimhann,,카카오맵,4,22.02.21.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
감사,오이수산에서 갈치나 고등어사서 금메달식당에서 요리해서 드시는거 강추합니다.,카카오맵,5,22.02.17.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
봄날은간다,"주차 공간이 협소하다.<br/>주차 공간이 생각보다 훨씬 더 협소하다.<br/><br/>전체적으로 창렬하다.<br/>특히 8번 출구쪽에서 파는 회는,<br/>김창렬도 고개를 절레절레 할 정도라 생각된다.<br/><br/>평일인데도 사람이 넘쳤다.<br/>하지만 출입 관리나 qr코드 안내를 도와주는 사람은 없다.<br/>코로나 없는 사람도 걸릴 것 같은 느낌.",카카오맵,1,22.02.15.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
나야나,시장 안 식당 동지죽 팥죽 사드시지 마세요  들깨죽 포장해와서 먹지못하고 다버렸어요 비싸기는 먹지도 못할거 그렇게 많이 담겼는지고 너무 성이가 없어서 별하나 저요 <br/>그러나 시장 골목에 있는 할머니하시는 국밥은 참 맛있었어요,카카오맵,2,22.02.12.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
박근영,,카카오맵,1,22.02.10.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
.,,카카오맵,5,22.02.06.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
최원희,회 뜨시러 간다면 남해수산도 좋지만 바로 옆에있는 마린회수산 꼭 가세요 사장님부부 두분 너무 친절하시구 생선 설명이나 특히 양 너무너무 만족합니다 잘먹겠습니다!!,카카오맵,5,22.02.02.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
맛선생,,카카오맵,3,22.01.28.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
..,구경만 하세요 정말 다시는 안오고 싶네요,카카오맵,1,22.01.23.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
,사람이 좀 많긴 한데 맛있는것도 많음,카카오맵,4,22.01.22.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
Lee SHye,야시장 강정집ᆢ<br/>문어 새우 흑돼지 믹스된  강정 12000  냥ᆢ<br/>먹자마자 어이없어 내용물 일일이 해체작업ᆢ<br/>후 쓰레기통 직진<br/>이건 맛이 있고 없고를 떠나서 완전 관광객 기만 수준!!<br/>소스가 맛있으면 밀가루 찍어먹는셈 치겠는데<br/>쓰레기를 돈주고 가져왔네<br/>신랑은 올해의 역대급 음식으로  뽑음<br/><br/>냄새나는 딱딱하게 굳은 돼지를 저것도 흑돼지라고ᆢ<br/>칵테일 새우도 5마리갖고 주먹밥 굴리듯이 굴려놨네<br/>도대체 무슨 생각으로 음식장사를 하는지ᆢ<br/>이런 사람들은 음식 장사하면 안되지<br/>관광객돈 갈취잖아<br/><br/>이건 사람이 절대 먹는음식이 아님 <br/>관광객이 개호구냐??,카카오맵,1,22.01.20.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
오똑코,유명하니까!,카카오맵,3,22.01.16.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
산방,,카카오맵,5,22.01.12.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
cup,좋았어요. 먹거리가너무많고좋아요,카카오맵,5,22.01.11.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
쩝쩝박사,볼거리도 많고 먹거리도 많아요,카카오맵,5,22.01.01.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
어쩌라구,음식쓰레기를 파는가? 다버림 ㅠ<br/>냄새나는 순대 쥐똥만큼양의 맛도 없는 딱새우<br/>전복김밥 ??? 숙소와서 먹으니 정체불명의 요리들,카카오맵,1,21.12.31.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
최경운,동문시장에서 방어<br/>사와서 먹는데 정체<br/>불명의 회였네요 ㅋㅋ<br/>어쩐지 싸더라고,카카오맵,1,21.12.29.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
나미,믿고 황금향과 귤 16만원어치를 배달시켰더니 얼었다 녹은 황금향이랑 쭈글쭈글한 귤들이 배송...<br/>선물로까지 보냈는데 아..ㅣ놔....ㅠ<br/>날씨도 영상 10도가 웃돌았던때여서 배송중에 그런것도 아닐테고....ㅠ<br/>아무리 관광객 뜨내기 장사라도 이렇게 하심 안되죠,카카오맵,1,21.12.27.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
이구역 평론가,야시장... 음..,카카오맵,2,21.12.25.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
kim. s. y,노르웨이 반건조 고등어를 골라 택배보낸다하고 돈지불하고 왔더니 전혀 다른 생물고등어가왔다 맛은 엄청 맛없고 피가고이고 명함도 없어 전화도 못했다 그걸 노렸나  그전 제주도왔을때 옥돔 산것도 크기가 작은게오고 구우면 다 오그라들고 다부숴지더니  이제 다신 안산다 거기서 ㅠㅠ,카카오맵,1,21.12.18.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
ED,관광지인건 어쩔 수 없지만 상인분들이 좀 불친절해요.,카카오맵,1,21.12.12.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
쟈스민,언제가도 즐거운곳!,카카오맵,4,21.12.12.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
웽,,카카오맵,1,21.12.11.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
박치민,,카카오맵,5,21.12.10.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
옴뇸뇸,"농협이 아니라 여기서 회를 사먹을껄 <br/>나는 여기를 마지막날에 들러서 회랑 <br/>기념품 초콜릿 같은거 여기서 삼_몬딱말랑(우도땅콩안에마시멜로있는초콜릿, 감귤초콜릿보다 이런게 더 꿀맛탱), 감귤땅콩녹차한라봉타르트, 감귤파이(이건 쿠팡에도 팔더라)_ 이렇게 샀었는데 만족스러웠음",카카오맵,5,21.12.07.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
제주도민,"딱새우회, 회 양이 적당해서 안주로 먹을만함<br/>오른쪽으로 쭉 들어가면 제주에일 생맥파는곳 개뀰<br/>줄서서 사는 입구 음식들은 90% 확률로 별루~",카카오맵,3,21.11.29.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
욱,아... 회...진짜 최악 말라비 틀어지고 비린내에... 절대 사먹지 마세요,카카오맵,1,21.11.27.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
신경옥,동문시장 은정농수산만의 문제일까요?  포장된 상품량이 10%이상 부족합니다.귤 택배 받고 확인!,카카오맵,1,21.11.27.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
