ID,WRITER,CONTENT,TYPE,SCORE,CREATED_AT,RENTAL_CAR_ID,image
258,굴리813,좋은가격에 즐거운 운행이었습니다. 감사합니다.,네이버,4.11,22.12.15.목,3,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20161220_271%2F1482218441180K5Uwz_PNG%2F177170565059727_0.png']
259,병아리426,굿,네이버,4.11,22.12.15.목,3,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20161220_271%2F1482218441180K5Uwz_PNG%2F177170565059727_0.png']
260,Daiquiri,감사합니다,네이버,4.11,22.12.15.목,3,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20161220_271%2F1482218441180K5Uwz_PNG%2F177170565059727_0.png']
261,flake7,친절하고 좋아요 ,네이버,4.11,22.12.14.수,3,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20161220_271%2F1482218441180K5Uwz_PNG%2F177170565059727_0.png']
262,레츠야신,좋아요,네이버,4.11,22.12.13.화,3,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20161220_271%2F1482218441180K5Uwz_PNG%2F177170565059727_0.png']
263,Cindy37,편하게 잘 이용하고 갑니다,네이버,4.11,22.12.10.토,3,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20161220_271%2F1482218441180K5Uwz_PNG%2F177170565059727_0.png']
264,봄봄봄기운,.,네이버,4.11,22.12.8.목,3,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20161220_271%2F1482218441180K5Uwz_PNG%2F177170565059727_0.png']
265,oey****,차 깔끔 ,네이버,4.11,22.12.7.수,3,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20161220_271%2F1482218441180K5Uwz_PNG%2F177170565059727_0.png']
266,agaya8085,저렴하게 잘 이용했어요. 차량 상태 좋고 전기차 이용했는데 좋았어요,네이버,4.11,22.12.7.수,3,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20161220_271%2F1482218441180K5Uwz_PNG%2F177170565059727_0.png']
267,훼도라,"혹시몰라 추가보험 무제한,긴급 가입전기충전카드 구매   스트레스안받고돈 좀더 쓰는게 건강에 좋음",네이버,4.11,22.12.7.수,3,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20161220_271%2F1482218441180K5Uwz_PNG%2F177170565059727_0.png']
268,his****,비수기라그런가 가격미쳤어요 친절함,네이버,4.11,22.12.7.수,3,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20161220_271%2F1482218441180K5Uwz_PNG%2F177170565059727_0.png']
269,칸토나32,굿,네이버,4.11,22.12.6.화,3,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20161220_271%2F1482218441180K5Uwz_PNG%2F177170565059727_0.png']
270,크리미7827,좋아요,네이버,4.11,22.12.6.화,3,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20161220_271%2F1482218441180K5Uwz_PNG%2F177170565059727_0.png']
271,봉09,저렴해서 걱정했는데 차량 상태와 서비스 너무 좋았어요!,네이버,4.11,22.12.5.월,3,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20161220_271%2F1482218441180K5Uwz_PNG%2F177170565059727_0.png']
272,eiolove,연계상품으로 이용했는데 인수 반납 편하고 빨라서 좋아요,네이버,4.11,22.12.3.토,3,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20161220_271%2F1482218441180K5Uwz_PNG%2F177170565059727_0.png']
273,hyalove108,좋아요,네이버,4.11,22.12.2.금,3,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20161220_271%2F1482218441180K5Uwz_PNG%2F177170565059727_0.png']
274,rhkzy,이용 가격이 저렴하고 차가 깨끗했습니다 네이게이션은 atlan 옛날 기기라 핸드폰 거치대 챙겨가면 편해요 블랙박스는 없습니다,네이버,4.11,22.12.1.목,3,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20161220_271%2F1482218441180K5Uwz_PNG%2F177170565059727_0.png']
275,yon****,좋아요,네이버,4.11,22.12.1.목,3,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20161220_271%2F1482218441180K5Uwz_PNG%2F177170565059727_0.png']
276,haisleyy,베뉴 굳,네이버,4.11,22.11.30.수,3,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20161220_271%2F1482218441180K5Uwz_PNG%2F177170565059727_0.png']
277,비너스1538,굿,네이버,4.11,22.11.28.월,3,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20161220_271%2F1482218441180K5Uwz_PNG%2F177170565059727_0.png']
278,바다지킴이,만족했습니다.,네이버,4.11,22.11.24.목,3,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20161220_271%2F1482218441180K5Uwz_PNG%2F177170565059727_0.png']
279,대박지니15,응대가 조금 아쉬워요,네이버,4.11,22.11.23.수,3,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20161220_271%2F1482218441180K5Uwz_PNG%2F177170565059727_0.png']
280,이쁜이73,그냥그럭저럭,네이버,4.11,22.11.21.월,3,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20161220_271%2F1482218441180K5Uwz_PNG%2F177170565059727_0.png']
281,fres h,저렴해서 이용했는데 만족합니다:),네이버,4.11,22.11.20.일,3,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20161220_271%2F1482218441180K5Uwz_PNG%2F177170565059727_0.png']
282,eissu1004,친절하고 너무좋았어요,네이버,4.11,22.11.19.토,3,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20161220_271%2F1482218441180K5Uwz_PNG%2F177170565059727_0.png']
283,행복만땅9750,굿,네이버,4.11,22.11.19.토,3,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20161220_271%2F1482218441180K5Uwz_PNG%2F177170565059727_0.png']
284,달콩달곰,전기차 선택했어요~ 차내가 깨끗하고 편하게 탔어요,네이버,4.11,22.11.17.목,3,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20161220_271%2F1482218441180K5Uwz_PNG%2F177170565059727_0.png']
285,us****,친절해요,네이버,4.11,22.11.16.수,3,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20161220_271%2F1482218441180K5Uwz_PNG%2F177170565059727_0.png']
286,side235,차가 기스가 많아서 아쉬워요ㅜㅜ,네이버,4.11,22.11.15.화,3,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20161220_271%2F1482218441180K5Uwz_PNG%2F177170565059727_0.png']
287,가을뇨자,딸이 예약 했는데 조아요,네이버,4.11,22.11.15.화,3,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20161220_271%2F1482218441180K5Uwz_PNG%2F177170565059727_0.png']
288,안미정9,좋아요,네이버,4.11,22.11.14.월,3,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20161220_271%2F1482218441180K5Uwz_PNG%2F177170565059727_0.png']
289,doo****,굿,네이버,4.11,22.11.14.월,3,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20161220_271%2F1482218441180K5Uwz_PNG%2F177170565059727_0.png']
290,안미정9,좋아요,네이버,4.11,22.11.12.토,3,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20161220_271%2F1482218441180K5Uwz_PNG%2F177170565059727_0.png']
291,ts****,10분 늦었는데 1시간요금 추가로받고연료 눈꼽만치 부족한것도 8천원받고.다신 이용안함,네이버,4.11,22.11.11.금,3,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20161220_271%2F1482218441180K5Uwz_PNG%2F177170565059727_0.png']
292,베니6094,굿굿,네이버,4.11,22.11.11.금,3,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20161220_271%2F1482218441180K5Uwz_PNG%2F177170565059727_0.png']
293,청보리64,별로,네이버,4.11,22.11.10.목,3,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20161220_271%2F1482218441180K5Uwz_PNG%2F177170565059727_0.png']
294,khm****,"차량상태는 너무 별로였지만, 제주패스 이벤트가 있어 여행잘했어요. ",네이버,4.11,22.11.10.목,3,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20161220_271%2F1482218441180K5Uwz_PNG%2F177170565059727_0.png']
295,참참80,차량상태는좋았으나전기차 4단계 남았는데 32000달라고함,네이버,4.11,22.11.9.수,3,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20161220_271%2F1482218441180K5Uwz_PNG%2F177170565059727_0.png']
296,kkot hyewon,"코나를 정말 저렴하게 빌렸습니다. (78,900원) 그래서 굉장히 만족스러웠는데 마지막 반납 때 남은 전기량 확인하는 절차가 매우 의심스럽고 불쾌했습...",네이버,4.11,22.11.8.화,3,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20161220_271%2F1482218441180K5Uwz_PNG%2F177170565059727_0.png']
297,오즈퀼트,전기차 렌트해서 타보았네요~ 히터랑 에어컨 돌리면 충전이 빨리 떨어진다는 점~ 충전할수 있는 카드를 꼭 챙기세요~셔틀버스 운행으로 공항까지 편...,네이버,4.11,22.11.7.월,3,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20161220_271%2F1482218441180K5Uwz_PNG%2F177170565059727_0.png']
298,홧팅2297,궂이~,네이버,4.11,22.11.5.토,3,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20161220_271%2F1482218441180K5Uwz_PNG%2F177170565059727_0.png']
299,chash602,차량은 저렴하게 대여했지만 전기차 충전비 폭탄입니다 차량 반납시 충전해오지 않았을때의 충전비에 대한 안내는 미리 해줬음 좋겠네요 다음에 이...,네이버,4.11,22.11.3.목,3,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20161220_271%2F1482218441180K5Uwz_PNG%2F177170565059727_0.png']
300,smja500437,가성비가 좋아요.,네이버,4.11,22.11.1.화,3,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20161220_271%2F1482218441180K5Uwz_PNG%2F177170565059727_0.png']
301,포커96,수고하세요.,네이버,4.11,22.10.31.월,3,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20161220_271%2F1482218441180K5Uwz_PNG%2F177170565059727_0.png']
302,과일맛옥수수,굿,네이버,4.11,22.10.30.일,3,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20161220_271%2F1482218441180K5Uwz_PNG%2F177170565059727_0.png']
303,와이쿠야,제주도 여행에 가장 필요한 렌트카!!만족합니다!,네이버,4.11,22.10.29.토,3,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20161220_271%2F1482218441180K5Uwz_PNG%2F177170565059727_0.png']
304,스왕이,좋아요 ,네이버,4.11,22.10.29.토,3,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20161220_271%2F1482218441180K5Uwz_PNG%2F177170565059727_0.png']
305,별2반짝,저렴한 가격으로 렌트했어요. 제주여행동안 잘 이용했어요~,네이버,4.11,22.10.25.화,3,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20161220_271%2F1482218441180K5Uwz_PNG%2F177170565059727_0.png']
306,jeh****,긋,네이버,4.11,22.10.25.화,3,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20161220_271%2F1482218441180K5Uwz_PNG%2F177170565059727_0.png']
307,jksdiff,ㄱ,네이버,4.11,22.10.24.월,3,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20161220_271%2F1482218441180K5Uwz_PNG%2F177170565059727_0.png']
308,hwa****,굿,네이버,4.11,22.10.23.일,3,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20161220_271%2F1482218441180K5Uwz_PNG%2F177170565059727_0.png']
309,jksdiff,굿,네이버,4.11,22.10.23.일,3,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20161220_271%2F1482218441180K5Uwz_PNG%2F177170565059727_0.png']
310,의처리,좋아요,네이버,4.11,22.10.22.토,3,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20161220_271%2F1482218441180K5Uwz_PNG%2F177170565059727_0.png']
311,영국사랑78,여기 완전히 쓰레기 업체입니다  렌트카에 기름 1mm만 부족하면 추가요금 인건비까지 청구하구요  물론 기룸값두요  추가적으로 반납시간 1분 늦으면 ...,네이버,4.11,22.10.22.토,3,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20161220_271%2F1482218441180K5Uwz_PNG%2F177170565059727_0.png']
312,cle****,렌트해서잘놀다갑니다,네이버,4.11,22.10.21.금,3,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20161220_271%2F1482218441180K5Uwz_PNG%2F177170565059727_0.png']
313,jun****,,네이버,4.11,22.10.20.목,3,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20161220_271%2F1482218441180K5Uwz_PNG%2F177170565059727_0.png']
314,뭉치짱아,굿,네이버,4.11,22.10.19.수,3,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20161220_271%2F1482218441180K5Uwz_PNG%2F177170565059727_0.png']
315,과일맛옥수수,굿,네이버,4.11,22.10.17.월,3,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20161220_271%2F1482218441180K5Uwz_PNG%2F177170565059727_0.png']
316,정다운9639,👍,네이버,4.11,22.10.16.일,3,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20161220_271%2F1482218441180K5Uwz_PNG%2F177170565059727_0.png']
317,과일맛옥수수,굿,네이버,4.11,22.10.16.일,3,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20161220_271%2F1482218441180K5Uwz_PNG%2F177170565059727_0.png']
318,cecicute,좋아요,네이버,4.11,22.10.15.토,3,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20161220_271%2F1482218441180K5Uwz_PNG%2F177170565059727_0.png']
319,두부56,좋아요 ,네이버,4.11,22.10.13.목,3,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20161220_271%2F1482218441180K5Uwz_PNG%2F177170565059727_0.png']
320,Latte69,키오스크로 빠른 배차와 빠른 반납 편해요~~차량은깨끗했는데 첨에 냄새가 좀 났어요ㅠㅠ 전 이용자 냄새인지 그것만 빼면 만족합니다^^,네이버,4.11,22.10.11.화,3,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20161220_271%2F1482218441180K5Uwz_PNG%2F177170565059727_0.png']
321,긍정의 힘6442,늦으면 시간당 8천원,네이버,4.11,22.10.10.월,3,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20161220_271%2F1482218441180K5Uwz_PNG%2F177170565059727_0.png']
322,게루빔,여태 다닌 렌터카 업체 중 가장 깔끔해 리뷰까지 남깁니다. 차량 상태도 최상이었습니다. 덕분에 더 편안했습니다. 지금 상태 끝까지 유지해 주시길 부탁 ...,네이버,4.11,22.10.9.일,3,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20161220_271%2F1482218441180K5Uwz_PNG%2F177170565059727_0.png']
323,어서오시게나,그냥저냥임 다음에 이용 의사 없음,네이버,4.11,22.10.8.토,3,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20161220_271%2F1482218441180K5Uwz_PNG%2F177170565059727_0.png']
324,nk****,굿,네이버,4.11,22.10.7.금,3,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20161220_271%2F1482218441180K5Uwz_PNG%2F177170565059727_0.png']
325,yun****,굿,네이버,4.11,22.10.3.월,3,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20161220_271%2F1482218441180K5Uwz_PNG%2F177170565059727_0.png']
326,Dew90,차도 잘 안나가고 네비도 잘 안눌리고별로였어요,네이버,4.11,22.10.3.월,3,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20161220_271%2F1482218441180K5Uwz_PNG%2F177170565059727_0.png']
327,에스티3013,전화응대하는 여직원! 너무기분나빠서 리무진타고 차인수하러 가봤더니 휴대폰만 쳐다보고 사럄드나드는거 쳐다보지도않고ㅋ 참 … 철이.없는건지. ...,네이버,4.11,22.10.3.월,3,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20161220_271%2F1482218441180K5Uwz_PNG%2F177170565059727_0.png']
