ID,WRITER,CONTENT,TYPE,SCORE,CREATED_AT,RENTAL_CAR_ID
69,1,"이 업체를 선택한건 아니고 렌터카 어플이 잡아줘서 사용했어요."" ""군더더기없이 깔끔하던데 별점이 너무 낮네요."" ""쓴대로 기름 채워놓고 반납하는데 10초 걸렸어요.",카카오맵,5,21.04.17.,3
70,서윤,"여기 진짜 막장이에요 불친절 끝판왕!!!!!"" ""반납할때 다른곳이랑 다르다고 얘기 했다가 반납직원 아줌마는 사람 밀치고 사장님 같은 아저씨는 자기네와 다르게 반납하는데 알아오면 100만원 당장준다고 위협하고 반납 친절하게 잘해주는데 전화연결해서 확인시켜주닌까 고만하고 꺼지래요!!!...정말 최악입니다!!!!!!!",카카오맵,1,21.04.16.,3
71,김영재, ,카카오맵,1,21.04.13.,3
72,ssw, ,카카오맵,1,21.04.13.,3
73,orange,계기판 5%정도 미달된다고 만육천원 내라내요 합리적인 가격이 아니라하니까 직원이 애미애비없냐는 등 온갖 욕을 하네요 결국 돈내고 셔틀탈라하니까 이용하지말래서택시타고 갔는데 공항까지 따라와서 욕하네요 진짜 절대 이용하지 마세요,카카오맵,1,21.03.30.,3
74,슈퍼,너무불친절. 뻔히 안에있는거봤는데 마감시간되서 전화도안받고 차 주시는 아저씨는 반말하시네요..,카카오맵,1,21.02.26.,3
75,..,세번정도 이용했었는데 가격 저렴한 점이 좋았습니다 값이 더 싼 경소형차 같은 경우 타이어가 좀 만족스럽지 못했는데 이용을 많이 하니까 그런것 같내요 다른 차종은 괜찮았습니다,카카오맵,5,21.02.15.,3
76,카프카,"JRCOOP으로 예약하니 이번엔 아리랑 렌트카로 배정 되었네요. 카카오 평점이 낮은데 저는 잘 이용했습니다. 5박6일 K5(18/19)를 99000원에 렌트. 휘발유 그냥 사무실와서 계산했는데 4만원 나왔구요.  단 비행기 연착으로 8시 5분 도착하니 야간 추가 요금 1만원 내야한다고... 원칙은 원칙이니 쿨하게 지불하고 일주일간 잘 타고 다녔습니다. 반납 후 "" ""바로 옆에 나름 유명한 '은갈치 김밥'에서"" ""테이크아웃했구요.",카카오맵,5,21.02.05.,3
77,Changyong Peter Kim,저렴하게 잘 이용했네요*^^,카카오맵,5,21.01.19.,3
78,다르코,"타이어 상태 최악입니다... 운이 없다지만 여기서 작년 여름에 코나 전기차 빌렸는데 펑크만 두군데 나서 긴급 출동 불러서 떼우는데 4.5 들었네요;; "" """" ""아무리 싸도 여긴 거릅니다. 티몬에 “제주나드리”로 사면 여기로 거의 이어주던데 잘 고민하고 결정하세요",카카오맵,1,21.01.17.,3
79,아가씨,가격도 싸고 카톡으로 바로 연락오고 차량 상태도 좋습니다. 경쟁업체한테 평점 테러 당한듯.,카카오맵,5,20.12.30.,3
80,수진이,요즘도 이런 업체가 있네요,카카오맵,1,20.12.07.,3
81,네이츠,"저도 예약후 댓글보고 헉했지만 인수때는 사람몰리고 한줄서기가 아닌 줄때매 시간좀 걸렸지만 그외는 좋았어요. "" ""반납도 한 십초 걸리구요. 추천해요",카카오맵,5,20.11.10.,3
82,아바,저는 괜찮던데 차량인수 반납 모두 친절하셧고 차량상태도 좋았습니다 평점테러를 당한듯,카카오맵,5,20.11.07.,3
83,EJ,"반납직원 너무 *1000000000000000000000 불친절해서 불쾌함. 최악의 서비스  아래 분 말처럼 주유비로 장난질!!!  고객이 갑은 아니지만, 인간 대 인간으로 대해야 하는 것도 모른체 다 썼으면 돈내고 빨리 꺼져. 느낌.  제주 렌트카 업체가 한둘이 아닌데, 조금 규모 있다고 갑질."" """" ""직원 교육 똑바로 시키세요",카카오맵,1,20.10.28.,3
84,다이닝,"가격 저렴하나 차 상태가 안 좋아요. 글구 불친절해요."" ""차 시동 잘 안 걸려서 두번은 걸어야 걸림... 하루 만원 추가 보험 그건 하지 마세요. 광고하던데.. 그럼 호구.",카카오맵,2,20.10.27.,3
85,우,"저는 비수기때 이용한거라 가격이 저렴했다는점 참고하시고~ 소나타 dn8 lpg 썬루프 있어서 좋았음 가격 : 상 서비스 : 중상(친절하진 않는데 군더더기없는 설명 + 반납10초 걸림) 간혹 늦었는데 돈 뜯는다고?불만 갖는분들 반납시간 약속을 지키세요 ~봐주는거나 안봐주는건 사장맘"" ""차량상태 : 만족할정도로 깨끗하지않았음 가격보고 참음 앞유리 얼룩 많았고 컵홀더에 먼지랑 이물질 좀 있었음"" ""다음번에도 가격이 착하면 이용할생각있음",카카오맵,4,20.10.06.,3
86,여행자,"기분좋게 여행하고 돌아가는 길에 기분잡침. 반납시간 20분늦었다고 삼만원뜯음. 좀 늦는다고 전화하니까 여자직원이 그 다음 고객 입장이 돼보라면서 설교식으로 계~~~속 띠껍게 굴고 추가비용 설명은 1도 안함. 그러다가 차 반납 받아주시는 분이 정상반납 됐대서 가려는데 사무실에 있던 다른 남자직원이 부르더니 갑자기 늦었으니 삼만원을 내라함. 제대로된 상황설명이나 계약조건 설명도 없이 뒤에분들이 기다렸으니 어쩌구저쩌고ㅌㅋㅋ비행기시간 급해서 걍 내고왓는데 두고두고 기분나쁨 계약 조건 다시 찾아봤더니 늦은만큼 정상요금 계산해서 내는거던데. 20분 늦었다고 3일 빌린 요금의 10프로를 청구함 ㅌㅋㅋㅋㅋ양아치들. 리뷰보니까 계속 이런식으로 만원 이만원씩 떼는거같던데.ㅋㅋㅋ 차는 괜찮았는데 문제생겼을때 서비스, 대처가 꽝. 다시이용안할듯",카카오맵,2,20.09.21.,3
87,윤,"최악중의악입니다.  기분좋게 놀러왔다가 기분잡치고 돌아갑니다. 주유비를 가지고 장난치는 업체는 또 처음봅니다. 고객을 호구로 아는 업체 다시는 이용하고싶지도않고 여기 이용하시려는분들 기분 잡치고싶으시면 이용하세요. 주유비 모자라다고 추가로 더 채워오래서 주유비 눈금이 안올라가서 3천원이면 될거를 2만원 가량 채워넣었는데도 눈금이 안올라가니 확인할 길이 없다며 돈 더 내라그러고 나몰라라~~ "" ""고객센터에 따지고 난리쳤더니 그제서 환불해준다는데 주유비 2만원은 쌩까시네요"" ""진짜 여행자들 상대로 그렇게 양아치짓하지마세요 벌받아요 !!!",카카오맵,1,20.09.18.,3
88,병준,"bmw 430i 컨버터블 빌렸고 새차라서 신혼여행 기분 제대로 냈음. 별점테러 된 부분이 있어서 좀 쫄았는데, 기름 쓴만큼 넣어주고 사고 안내고 사진 잘 찍어두고 계약 내용만 잘 지키면 싸울일 없이 쉽게 반납해 줌."" ""나는 외제차임에도 불구하고 1분만에 반납처리 끝났고 충분히 친절하다 느꼈음."" ""컨버터블 첨이었는데 좋은 경험이었다.",카카오맵,5,20.08.31.,3
89,흠,별 한개도 아깝다. 모닝 17년식 빌렸는데 블루투스 옵션내용에 있었는데도 없으니 랜덤배정이라고 어쩔 수 없다고 함. 처음에는 usb 연결해보라고 하면서 다이소가서 사면 된다고 하더니 또 안되서 얘기하니까 usb디스크에 음악을 넣어서 사용하라고 함 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 결국 돈 더내고 다른차 이용함. 세차도 안되어 있고 아리랑 렌트카 꼭 기억해서 두 번 다시 이용안할 예정임,카카오맵,1,20.08.29.,3
90,elekra,"앞유리 와이퍼 실리콘 썩음..비오는 밤에 안보여 죽을뻔 함"" ""차 상태 쓰레기임.전에 빌린 사람의 쓰레기가 차안에 남아 있음.",카카오맵,1,20.08.18.,3
91,p, ,카카오맵,5,20.07.24.,3
92,kelly,전 여기 여러번 이용했는데 괜찮았구요 직원들도 대부분 친절하고 차량도 문제없는데 단 셔틀버스가 시간이 안지켜져서 두번이나 놓쳤어요ㅠ,카카오맵,4,20.07.10.,3
93,시기오놋,"네비 업그레이도 안돼 있어 불편함이 크고, 차량 반납시 본래부터 흠집이 있던 곳에 대한 증빙사진(차량인도시 안내 없었음)을 요구하는등 친절은 안드로메다에 보낸 업체임"" ""차량인도시 사진을 찍어 놓지 않았다면"" ""큰봉변을 당할뻔",카카오맵,1,20.06.04.,3
94,동네사람,"여기 렌트카 친절하고 괜찮던데 평정이 왜이리 안좋남??? 좀 웃기긴한데 여기 사무실에서 사먹은 황금향이 인생황금향이라 먹고싶어서 연락하려고 찾아보다가 평점테러에 반박하려고 글씀. 여기 렌트하는분들 사무실에서 황금향 팔면 꼭 사드센. 경주 복귀하고 두박스 더 사먹었음 ."" ""동문시장보다 더 싼데 더 맛있음."" ""돈 적게 들여서 렌트할거면 돈만큼만 바랍시다.약관도 알아서 좀 잘 챙겨보고.",카카오맵,5,20.05.29.,3
95,ggeul,모닝 예약하고 갂는데 만 21세 안되면 경차안된다면서 25000원 뜯어감 공지 못본 우리도 잘못이 있지만 25000원은 너무 한것 같다,카카오맵,1,20.05.23.,3
96,조태경^_^,"3박4일 일정 제주닷컴에서  현대 코나 ev 렌트 62시간 107,200 고급자차보험 가입차량  전기충전 카드 4일 16,000원 구매(추가금액) 총 주행 350Km 정도   전기차 100% 충전시 500km 운행 가능 한시간 먼저 도착해서 차량 렌트 수속 밟고. 30분 일찍 출발 이득~~  충전소는 생각보다 많은 편임."" """" ""다만 블랙박스가 없어서 아쉬웠음",카카오맵,4,20.02.25.,3
97,엽귀토기,차 청소도 안되서 실내에서는 말똥 냄새에 유리창은 청소도 안되서 야간에 사이드미러  뒷유리  습기 조금만 차도 앞유리 얼룩이 2박3일동안 차사용시 짱증이... 냄새때문에  페브리즈 구매해서 뿌리고다님  제주 그리많이와서  렌트해봐지만 이리 차가 더러운건 첨,카카오맵,1,19.12.26.,3
98,🌈,"셔틀카 기사님이랑 반납할때 체크하시는분은 친절함 기름 15퍼센트로 출고했는데 서귀포 숙소 가는길에 경고등 떠서 급하게 기름넣음^^"" ""기름 새로 넣으니까 15퍼로 이틀은 달렸음ㅋ"" ""불친절하거나 차 상태안좋은것도아니고 기름으로 장난질하니까 여행내내 찝찝했네요",카카오맵,1,19.11.04.,3
99,조하나,"외관부터가 불안했는데 저희차를 다른차가 박아서 사고났었음 글니까 계약해지됐다면서 그뒤는 우리알아서하랍니다 ㅎㅎ 그거도 견인기사님 통해서 전달함 ㅋㅋ  차견인비용도 우리알아서 우리가 다른차없이 도로에서 미아되냐니까 그건 도움드릴방법없다고~완전자차보험 이라더니 사고나니까 계약해지 시켜버리고 니들알아서 다른렌트카 예약하라고 사고난  상대보험사에 대차 알아보래요ㅋㅋ 그상대보험사는 오늘휴일이라 과실비율 안나와서 대차안된대요 그러니 여기렌트카 그럼지들도 해줄수있는게없대요 그럼 보험은미쳤다고드나요 상대가들이박아도 이러면 제주서  일방적으로 사고당해도 렌트카들은 이런단거네요 어디 제주에서 무서워서 운전이나 하겠습니까^^ 우리가 박힌건데 이정돈데 우리과실이었음 죽어라 돈뜯었을지도 모르겠네요~ 여러분 여기서  빌리고 사고당하면 길바닥에 버려지니 조심하세요~보험포함이라더니 자동차보험이란게 예전에 사고당했을때 사고난 동안 타차량 렌트도 해주던데 아주그냥 사후처리도없이 쓰레기버리듯 버리고~제주도 여름휴가를 이렇게 시간낭비에기분잡치게 해주셔서 매우감사해요   다른차가 박아서 사고나서 시간낭비해서 일정꼬인거도 기분더러운데 그런고객 일방적계약해지하고 사고접수해주고 보험처리해줫다고 그뒤는 지들은 모른다고 우리알아서하라니 장사그따위로 하지마시길 제주렌트카 양아치많으니 조심하란말 사실이네요 일방적 계약해지하고 우리차에 기름도 꽤넣었는데 그거랑 이틀계약남은건 돌려주지도않고 꿀꺽하고 사후처리개판 길바닥에서 오늘 밤샐뻔요^^  사고나니까 과실은 휴일이라 안나와서모르고 일방적계약종료 차는 견인비우리가 내서 정비소갖다달라하고 고객들 렌트는 업체택시타고 가든가 알아서 하라고 우린 도와줄게없어요 라고하는 최악업체임다~ 베짱장사 우리기름값하고 이틀더남은 계약비까지 꿀꺽하셔서 돈많이 버시겠네요"" ""최소한 렌트카 바꿔주기라도 다른데계약까지라도 도와주셨으면 남은계약취소는 감안했을텐데 돈은벌고싶고 책임은 지기싫으신가봐요~"" ""덕분에 제주도자체가 꼴보기도싫네요 ^^",카카오맵,1,19.08.15.,3
100,주환,직원이 적어서 처음 인도 받을 때 오래 걸릴 수 있어요. 전기차 렌트하면 충전카드 비용으로 4천원을 내야하는데 보통 3천원 선이니 조심하세요.,카카오맵,1,19.07.20.,3
101,이정임,"차에 제주도 기념품을 이것저것 사서 한봉지에 넣어 스타렉스 잴뒷칸자석을 사용하지않고 밀어붙여서 썼는데 그걸 거기에 두고 그냥 공항으로왔다 40분후 확인하고 아리랑렌트카에 전화했더니 여직원좀 불친절하다  확인하고전화준다더니 그대로있다고 내용물 확인없이 보내준다고 한다  내용물엔 관심없고 주소부르니 문자로 주란다 바쁜가보다했다 1주일  넘게지나고  택배로받은건 비닐봉지가득있던 간식들은 사라지고 젤리한봉지 !! 택배비7천원   어의없어 전화했더니  자긴모르고 책임질수없단다 좀 불친절한 직원은  친절하게 모른단다 "" ""느거 사장은 이사실아나!!?"" ""제주도가 거부스럽다  진짜 더러워서",카카오맵,1,19.01.14.,3
102,Kim min choul,"불친절 반납시 기름량 칼같이 체크요금받고 조금늦어도 돈받고"" ""휠에 기스났다고 통채로 교환해야된다고 20만원 뜯김"" ""부자되세요",카카오맵,1,18.12.14.,3
103,Andy,약간 접촉사고 난 차 받았는데. 저렴하게 빌린거니까 괜챃은데... 세차도 안한거라 좀 별로였습니다. 공항근처라서 위치도 괜찮고 명품카시트 가게와도 가깝네요.,카카오맵,3,18.09.30.,3
104,김승현,"코나EV 2박 렌트했는데, 새차라 깨끗했습니다. 풀옵은 아니지만 전기차라 웬만한 옵션 다 들어있네요. 코나뿐만 아니라 대기중인 차량들 모두 깔끔해보였습니다. 차량 관리 잘 하는 것으로 보이더군요. 특히 대여, 반납시 차량 인도해주는 남직원분 친절하셔서 리뷰 올립니다.(광고 아님)",카카오맵,5,18.08.30.,3
